ident;DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;kosten;totale belasting;oeverlengte;% beschoeid;% bebost;% overig ongeschikt;Ganzen beheren;Natuurvriendelijk onderhouden;belastingreductie opmerking;hulpkolom (km);hulpkolom;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
45;76562;NL11;NL11_0148;Verdergaande P-reductie rwzi Maarssen (na evaluatie);P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM01;De RWZI is sinds juli 2019 geamoveerd en loost niet meer op de Vecht.;WB;NL11_1_2;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;opzoeken;geen;;;;;180.5;29.5;5;30;nee;nee;;;;0.79;mg/m2/dag;;;1;Vecht;2021;LM_20190916;Vecht;Reductie vracht Maarssen, eventueel helemaal verwijderen, inclusief debiet.;reductie;
46;76576;NL11;V-xx;Beperken fosfaatbelasting rwzi Utrecht (autonoom);P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM01;Deze maatregel wordt genomen in waterlichaam Vecht, maar heeft ook een positief effect voor Molenpolder en Tienhoven en Wijde Blik. ;MW;NL11_1_2;NL11_1_2;1;n;j;HDSR;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;opzoeken;Waterschap Amstel, Gooi en Vecht;;;;;180.5;29.5;5;30;nee;nee;;;;6;mg/m2/dag;;;1;Vecht;2021;LM_20190916;Vecht;;;
47;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_1_2;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;;;33.38;180.5;29.5;5;30;nee;nee;0;;;0;mg/m2/dag;;;1;Vecht;2021;LM_20190916;Vecht;;;
48;76517;NL11;91009;Aanpassen RWZI Horstermeer (kwaliteit effluent verdergaand verbeteren na evaluatie);P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM01;;MW;NL11_1_2;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;geen;;;;;180.5;29.5;5;30;nee;nee;;;;?;mg/m2/dag;;;1;Vecht;2018;LM_20190916;Vecht;Reductie toepassen op RWZI Horstermeer (afvangen zout???);;
49;76575;NL11;V-x;Uitvoeren beschermingsmaatregelen voor behoud natuurvriendelijke oevers (voortzetten);Achteruitgang vermijden;;SGBP2 2015-2021;2015-2021;RO09;;WB;NL11_1_2;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF4;opzoeken;geen;;;;;180.5;29.5;5;30;nee;nee;;;;?;handmatig;;;1;Vecht;2021;LM_20190916;Vecht;Profielen uit Boezemmodel halen ???;;
50;76577;NL11;x;Onderzoek vispasseerbaar maken sluizen, gemalen en stuwen ;Vis;;SGBP2 2015-2021;2015-2021;S01;Gemaal Gaasperplas, defosfatering Naardermeer, Spiegelplas: gemaal en pilotproject inzet schutsluizen Spiegelplas ;MW;NL11_1_2;NL11_1_2;3;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;2;0;0;0;ESF5;opzoeken;geen;;;;;180.5;29.5;5;30;nee;nee;;;;0;nvt;0;;1;Vecht;2021;LM_20190916;Vecht;;;
51;;;;Flexibel peilbeheer in boezemwateren;Areaal nieuw;;SGBP2 2015-2021;niet;IM12;;MW;NL11_1_2;NL11_1_2;;;n;Waterschap Amstel Gooi en Vecht;NVT;0;0;0;0;0;0;ESF4;verlies functie;NVT;;;;;180.5;29.5;5;30;nee;nee;;;;0;km;;;1;Vecht;nvt;LM_20190916;Vecht;;;
52;;;;Verwijderen waterkeringen;Areaal nieuw;;SGBP2 2015-2021;niet;IN20;;MW;NL11_1_2;NL11_1_2;;;n;Waterschap Amstel Gooi en Vecht;NVT;0;0;0;0;0;0;ESF4;verlies functie;NVT;;;;;180.5;29.5;5;30;nee;nee;;;;0;km;;;1;Vecht;nvt;LM_20190916;Vecht;;;
53;;;;Vervangen inlaat Stenen Beer door sluis Uitermeer of bij Naarden vanuit Ijmeer;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR01;door de inlaat te verplaatsen voorkomen we dat nutrientenrijk water uit de kustpolders door de boezem kan stromen;;NL11_1_2;NL11_1_2;2;n;j;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF1;Initiëren;geen;SGBP3;;;64.23;180.5;29.5;5;30;nee;nee;0;;;0;mg/m2/dag;;;0;Vecht;2027;LM_20190916;Vecht;;;
54;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel leidt tot 10% reductie van fosforbelasting uit polderwater. Wij zijn regionaal uit gegaan van de goede landbouwpraktijk (GLP) in 2027. Belangrijk is verder dat als gevolg van de GLP uitgaan van een grotere diepte van sloten (toename van ca 25 cm naar 40 cm). De uitworp uit een landbouwpolder neemt daardoor 10 % af, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;MW;NL11_1_2;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;;33.38;180.5;29.5;5;30;nee;nee;0;;;1.398;mg/m2/dag;;NMI, 2019;0;Vecht;2027;LM_20190916;Vecht;;;
55;;;;Scenario-ontwikkeling waterakkoord weerdsluis naar minimaar 2.5 kuub/sec ;?;Zou iemand deze maatregel kunnen toelichten: wat behelst dit en wat is het effect op de ecologie? Traject loopt al (hilga).;SGBP2 2015-2021;2015-2021;BR01;;MW;NL11_1_2;NL11_1_2;1;n;?;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;opzoeken;Rijkswaterstaat;vastgesteld of operationeel beheer;;;33.38;180.5;29.5;5;30;nee;nee;0;;;1.398;#N/B;;NMI, 2019;0;Vecht;2027;LM_20190916;Vecht;;;
56;;;;Natuurvriendelijke dijkreconstructie (voldoende ondiep oppervlak, flauw talud, verbinding tussen land en water).;Beschoeiing aanpassen;;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel staat in boezemplan. Hiermee wordt zowel het behoud van bestaande natuurwaarden als het creeren van nieuwe natuurwaarden beoogd.;;NL11_1_2;NL11_1_2;;;;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF4;opstarten;geen;SGBP3;;;;180.5;29.5;5;30;nee;nee;;53.2475;;10;% van beschoeid;;;0;Vecht;2027;LM_20190916;Vecht;;;
57;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;BR01;Geldt voor alle waterlichamen. ;;NL11_1_2;NL11_1_2;;;;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF4;stimuleren;Gemeente Diemen, Gooise Meren, Stichtse Vecht, Utrecht, Weesp en Wijde meren, Provincie Noord-Holland en Utrecht;SGBP3;;;;180.5;29.5;5;30;nee;nee;;;;1;1/0;;;0;Vecht;2027;LM_20190916;Vecht;;;
58;;;;Handhaven op maximum vaarsnelheid;Scheepvaart reguleren;;SGBP3 2021-2027;2021-2027;;Inclusief communicatie waarom deze maatregel belangrijk is voor de ecologische waterkwaliteit.;;NL11_1_2;NL11_1_2;;;;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF4;Initiëren;geen;SGBP3;;;;180.5;29.5;5;30;nee;nee;;54.15;;33.33333;% van overig ongeschikt;;;0;Vecht;2027;LM_20190916;Vecht;;;
63;;;;Aanplanten onderwaterplanten in luwe zones van de Vecht.;Herintroductie submers;;SGBP3 2021-2027;2021-2027;;Onder luwe zones vallen de huidige en nieuwe NVO`s, het Slijk en De Nes.;;NL11_1_2;NL11_1_2;2;n;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF5;;Provincie Noord-Holland, Utrecht;SGBP3;;;;180.5;29.5;5;30;nee;nee;;54.15;;66.666667;% van overig ongeschikt;;;0;Vecht;2027;LM_20171017;Vecht;;;
64;;;;Aanleg natuurvriendelijke oevers.;Luwtezone aanleggen;;SGBP3 2021-2027;2021-2027;;De Vecht is 42 km lang. Dat is dus 84 km oever. Daarvan is ca 20 km verhard (bebouwde kom). Op dit moment is 40 km geschikt voor waterplanten. Een natuurvriendelijke oever kan worden ingericht door vooroevers aan te leggen om luwte te creeren en vegetatie te beschermen tegen golfslag. Opgemerkt moet worden dat ook binnen de bebouwde kom en voor beschoeide oevers submerse (Gele plomp met onderwater bladeren) en emerse vegetatie voorkomt, dus er is ook daar verbetering mogelijk op locaties waar dit nog niet zo is.;;NL11_1_2;NL11_1_2;40;km;;Provincie Noord-Holland, Utrecht;;0;0;0;0;0;0;ESF4;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;180.5;29.5;5;30;nee;nee;;53.2475;;75.12;% van beschoeid;;Specken, 2019;0;Vecht;2027;LM_20171017;Vecht;;;
65;;;;Herstel en natuurvriendelijke inrichting oevers van de gemeente Stichtse Vecht, dan komt er nog 3 km bij.;Beschoeiing aanpassen;;SGBP3 2021-2027;2021-2027;;Er is een afspraak met de gemeente dat bij het vervangen van de oude perkoenpaaltjes oevers worden hersteld en natuurvriendelijk worden ingericht.;;NL11_1_2;NL11_1_2;3;km;;Gemeente Ouder-Amstel;;0;0;0;0;0;0;ESF4;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;180.5;29.5;5;30;nee;nee;;53.2475;;5.63;% van beschoeid;;Specken, 2019;0;Vecht;2027;LM_20171017;Vecht;;;
59;71312;NL11;90996;Aansluiten ongerioleerde woonboten;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;IM06;Het gaat om het aansluiten van ongeveer 2300 ongerioleerde woonboten in de watergangen binnen de gemeente Amsterdam;WB;NL11_2_1;NL11_2_1;1;n;j;Gemeente Amsterdam;Investering per planperiode=30000000.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;1;0;0;ESF1;gefaseerd naar SGBP2;Waterschap Amstel Gooi en Vecht;;;;;194.7;82;1;0;nee;ja;bezoekers per dag, fractie bezoekers naar wc, P-vracht per plasbeurt;;;0;mg/m2/dag;;;1;VaartenAmsterdam;nvt;LM_20190916;Amsterdam;;;
60;71311;NL11;90995;Onderzoeken optimalisatiemogelijkheden doorspoelregime;Onderzoek;;SGBP1 2009-2015;2009-2015;S01;Een onderzoek naar de mogelijkheden om het doorspoelregime van het Amterdamse grachtenstelsel te optimaliseren;WB;NL11_2_1;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=240000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF4;opzoeken;geen;;;;;194.7;82;1;0;nee;ja;;;;0;nvt;;;1;VaartenAmsterdam;2016;LM_20190916;Amsterdam;;;
61;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_2_1;NL11_2_1;30;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;geen;;;;;194.7;82;1;0;nee;ja;;;;0;1/0;;;1;VaartenAmsterdam;2016;LM_20190916;Amsterdam;;;
62;76512;NL11;90996;Aansluiten ongerioleerde woonboten;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM06;Het gaat om het aansluiten van ongeveer 2300 ongerioleerde woonboten in de watergangen binnen de gemeente Amsterdam.Het gaat om de afronding van de maatregel uit de SGBP 1-periode;WB;NL11_2_1;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;Gemeente Amsterdam;;;;;194.7;82;1;0;nee;ja;opmerking voor pbl: zonering verhoogt de ecologische kwaliteit, maar is slecht te kwantificeren op waterlichaamniveau;;;?;mg/m2/dag;;;1;VaartenAmsterdam;2018;LM_20190916;Amsterdam;;;
66;;;;Beperken ongezuiverde lozingen rondvaartboten/ recreatievaart;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR04;;;NL11_2_1;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF1;initiëren;?;SGBP3;;;;194.7;82;1;0;nee;ja;bezoekers per dag, fractie bezoekers naar wc, P-vracht per plasbeurt;;;0;mg/m2/dag;;;0;VaartenAmsterdam;2027;LM_20190916;Amsterdam;Lozingen rondvaart boten zitten niet in boezemmodel;;
67;;;;Zoneren vaarbewegingen grachten, luwtezones in 20% van begroeibaar areaal;Scheepvaart reguleren;;SGBP3 2021-2027;2021-2027;BR04;O.a. keizersgracht luw houden en prinsengracht. Heeft alleen effect op SUBMERS;;NL11_2_1;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF2;initiëren;Gemeente Amsterdam;SGBP3;;;;194.7;82;1;0;nee;ja;opmerking voor pbl: zonering verhoogt de ecologische kwaliteit, maar is slecht te kwantificeren op waterlichaamniveau;;;20;% van overig ongeschikt;;;0;VaartenAmsterdam;2027;LM_20190916;Amsterdam;;;
74;;;;Verbeteren Noorder Amstelkanaal: Dit kan door het verbinden van het Noorder Amstelkanaal aan Schinkel of door verbetereing in het rioolstelsel (b.v. het lozingspunt te verplaatsen, berging toe laten nemen).;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR04;;;NL11_2_1;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF1;initiëren;Gemeente Amsterdam;SGBP3;;;;194.7;82;1;0;nee;ja;;;;;mg/m2/dag;;;0;VaartenAmsterdam;2027;LM_20190916;Amsterdam;;;
75;;;;Onderzoek: in beeld brengen waar kansen liggen voor NVO`s, in de vorm van damwandjes met bodemmateriaal.;Onderzoek;;SGBP3 2021-2027;2021-2027;BR04;;;NL11_2_1;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF4;initiëren;Gemeente Amsterdam;SGBP3;;;;194.7;82;1;0;nee;ja;;;;0;nvt;;;0;VaartenAmsterdam;2027;LM_20190916;Amsterdam;;;
76;;;;Amoveren/ verbeteren zuivering Amstelveen;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM01;verminderen belasting RWZI nutrienten;MB;NL11_2_1;NL11_2_1;1;n;;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF1;loopt;geen;SGBP3;;;;194.7;82;1;0;nee;ja;;;;5;mg/m2/dag;;;0;VaartenAmsterdam;2027;LM_20190916;Amsterdam;;;
441;;;;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 2;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;SGBP3 2021-2028;;Een maatregel in alle waterlichamen waar dat nog relevant is;;NL11_2_1;NL11_2_1;;;;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF6;opstarten;geen;SGBP3;;;;194.7;82;1;0;nee;ja;;;;1;1/0;;;0;;2027;GH_20191205;;;;
469;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_2_1;NL11_2_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF6;;Gemeente Amsterdam, Provincie Noord-Holland;SGBP3;;;;194.7;82;1;0;nee;ja;;;;1;1/0;;;0;;2027;GH_20191205;;;;
496;;;;Natuurvriendelijke dijkreconstructie (voldoende ondiep oppervlak, flauw talud, verbinding tussen land en water).;Beschoeiing aanpassen;;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel staat in boezemplan. Hiermee wordt zowel het behoud van bestaande natuurwaarden als het creeren van nieuwe natuurwaarden beoogd.;;NL11_2_1;NL11_2_1;;;;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF4;opstarten;geen;SGBP3;;;;194.7;82;1;0;nee;ja;;159.654;;5;% van beschoeid;;;0;;2027;GH_20191205;;;;
68;71376;NL11;NL11_0140;Aanleggen natuurvriendelijke oevers bij faunaverbinding Naardermeer - Ankeveense Plassen;Beschoeiing aanpassen;;SGBP1 2009-2015;2009-2015;IN07;;WB;NL11_2_2;NL11_2_2;2;km;j;Provincie Noord-Holland;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=500000.00;0;0;2;0;0;0;ESF4;uitgevoerd;geen;;;;;159.8;28.2;15;10;nee;ja;;45.0636;;0;% van beschoeid;;;1;VaartenVechtstreek;2016;LM_20190916;Vecht;;;
69;71300;NL11;90893;Onderzoeken maatregelen Vaarten Vecht (Omkeren waterstromen);Onderzoek;;SGBP1 2009-2015;2009-2015;S01;Het betreft het uitvoeren van drie deelonderzoeken:- Onderzoeken leeftijdsopbouw vispopulatie- Onderzoeken mogelijkheden voor flexibel peilbeheer in de uitlopers van devaarten- Onderzoeken mogelijkheden alternatieve wateraanvoer naar de vaarten ter aanvulling /vervanging van ingelaten IJmeerwater via Stenen Beer;WB;NL11_2_2;NL11_2_2;3;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=312000.00|Beheer en Onderhoud per planperiode=0.00;0;0;3;0;0;0;ESF1;loopt;geen;;;;14.12754631;159.8;28.2;15;10;nee;ja;opmerking voor pbl: belasting op waterlichaam blijft gelijk, maar door omkeren stroomrichting wordt het zuidelijk deel veel lager belast, waardoor daar de ecol. toestand verbetert;;;0;nvt;;;1;VaartenVechtstreek;2016;LM_20190916;Vecht;;;
70;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_2_2;NL11_2_2;30;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;geen;;;;;159.8;28.2;15;10;nee;ja;;;;0;1/0;;;1;VaartenVechtstreek;2016;LM_20190916;Vecht;;;
71;76567;NL11;NL11_0222;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;Vis;;SGBP1 2009-2015;niet;IN15;Het gaat om het vispasseerbaar maken van de inlaat Steenen Beer bij Muiden. ;MW;NL11_2_2;NL11_2_2;2;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;1;0;0;ESF5;gefaseerd;geen;;;;14.12754631;159.8;28.2;15;10;nee;ja;;;;0;nvt;0;;1;VaartenVechtstreek;nvt;LM_20190916;Vecht;;;
72;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_2_2;NL11_2_2;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;;;33.38;159.8;28.2;15;10;nee;ja;pas vanaf SGBP2 effect veronderstelt  omdat er voldeonede effectieve maatregelen worden ingezet.;;;0;mg/m2/dag;;;1;VaartenVechtstreek;2021;LM_20190916;Vecht;;;
73;76507;NL11;90886;Aanleggen natuurvriendelijke oevers;Beschoeiing aanpassen;;SGBP2 2015-2021;2015-2021;IN07;Faseren? Oevers alleen aanleggen voor andere doelen dan KRW: beleving in stedelijk gebied of recreatie. Als de waterstromen zijn omgekeerd: dan krijgen delen van het WL meer kansen voor soortenrijke oevers.;WB;NL11_2_2;NL11_2_2;3;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;3;0;0;0;0;0;ESF4;locatie-specifiek;?;;;;14.12754631;159.8;28.2;15;10;nee;ja;;45.0636;;6.66;% van beschoeid;;;1;VaartenVechtstreek;2021;LM_20190916;Vecht;;;
77;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel leidt tot 10% reductie van fosforbelasting uit polderwater. Wij zijn regionaal uit gegaan van de goede landbouwpraktijk (GLP) in 2027. Belangrijk is verder dat als gevolg van de GLP uitgaan van een grotere diepte van sloten (toename van ca 25 cm naar 40 cm). De uitworp uit een landbouwpolder neemt daardoor 10 % af, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;MW;NL11_2_2;NL11_2_2;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;;33.38;159.8;28.2;15;10;nee;ja;0;;;1.908483158;mg/m2/dag;;NMI, 2019;0;VaartenVechtstreek;2027;LM_20190916;Vecht;;;
78;76567;NL11;NL11_0222;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;Vis;;SGBP2 2015-2021;2015-2021;IN15;Het gaat om het vispasseerbaar maken van de inlaat Steenen Beer bij Muiden. Hier is de bediening aangepast om vistrek mogelijk te maken.;MW;NL11_2_2;NL11_2_2;2;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF5;loopt;VaartenVechtstreek;;;vispasseerbaar maken kunstwerken;3;159.8;28.2;15;10;nee;ja;LM_20190916;;;0;nvt;;;1;;2021;LM_20191017;;;;
79;;;;Omkeren waterstromen;P-belasting verlagen;;SGBP3 2021-2027;2015-2021;S06;Deze maatregel zorgt ervoor dat het water uit kustpolders niet voorbij Naarden Vesting komt. Varen kan roet in het eten gooien: de Karnemelksloot knapt op, Naardertrekvaart niet: algen zijn hier niet het grootste probleem. ;MW;NL11_2_2;NL11_2_2;;;?;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;in onderzoek;Provincie Noord-Holland;SGBP3;;;;159.8;28.2;15;10;nee;ja;opmerking voor pbl: belasting op waterlichaam blijft gelijk, maar door omkeren stroomrichting wordt het zuidelijk deel veel lager belast, waardoor daar de ecol. toestand verbetert;;;0;mg/m2/dag;;;0;VaartenVechtstreek;2027;LM_20190916;Vecht;;;
405;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;BR01;Geldt voor alle waterlichamen. ;;NL11_2_2;NL11_2_2;;;;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF4;stimuleren;Gemeente Gooise Meren, Hilversum, Weesp en Wijde meren, Provincie Noord-Holland;SGBP3;;;;159.8;28.2;15;10;nee;ja;;;;1;1/0;;;0;VaartenVechtstreek;2027;LM_20190916;Vecht;;;
406;;;;KRW baggeren in Bussum (iig bussumervaart, mogelijk meer precisiebaggeren voedselrijke watergangen);Baggeren;;SGBP3 2021-2027;2021-2027;BE04;Er wordt eerst geraamd wat het bezanden van het water kost, voordat er een beslissing wordt gemaakt over baggeren. Er zou eerst een gemeenschappelijke model van water en stofstromen moeten komen, en meer monitoring van vegetatie. Uit deze monitoring en analyse moet blijken of de externe belasting voldoende laag is voor ecologisch herstel. Als dit niet zo is heeft baggeren weinig zin. De Bussumervaart en het mouwtje worden (waarschijnlijk) in 2020 gebaggerd tot op grotere diepte dan onderhoudsdiepte: de sliblaag op diepte is hier ook voedselrijk, dus een deel willen we afdekken met zand. Dit is een mooie pilot om te evalueren hoe snel er weer bagger wordt gevormt. De maatregel blijkt echter disproportioneel duur te zijn: Voor een relatief kleine ecologische winst is een maatregel van XX miljoen voorgesteld. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem.;;NL11_2_2;NL11_2_2;3;n;j;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF1, ESF3, ESF8;de kosten zijn disproportioneel;Gemeente Gooise Meren;SGBP3;;;;159.8;28.2;15;10;nee;ja;;15.98;;10;% van overig ongeschikt;;;0;VaartenVechtstreek;2027;LM_20190916;Vecht;;;
407;;;;Vispasseerbaar maken van sluizen, gemalen en stuwen;Vis;;SGBP3 2021-2027;2021-2027;;Visveilige pomp in de Noordsluis;;NL11_2_2;NL11_2_2;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF5;;;SGBP3;;;;159.8;28.2;15;10;nee;ja;;;;0;nvt;;;0;VaartenVechtstreek;2027;LM_20191017;;;;
