ident;DBID;Namespace;LokaalID;Naam;Vertaling naar doelen-model;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);kosten;totale belasting;totale oeverlengte;belastingreductie opmerking;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
275;76555;NL11;L-X;Onderzoek drinkwaterwinning Loosdrecht;nvt;SGBP2 2015-2021;2015-2021;S01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Loosdrechtse Plassen en Ster en Zodden.  ;MW;NL11_6_1;1;n;j;Provincie Noord-Holland;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;NVT;;;;0.553;331.4394787;;;;;;1;Ster en zodden;2021;LM_20190916;Vecht;;;
276;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;p;SGBP3 2021-2027;2021-2027;BR01;Het gaat hier zowel om DAW pakketten. Maar de vraag is of de kleine hoeveelheid landeigenaren hier aan meewerken.;MW;NL11_6_1;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;331.4394787;is al extensief gebied;0;mg/m2/dag;;NMI, 2019;;Ster en zodden;2027;LM_20190916;Vecht;;;
278;;;;Inrichtingsmaatregel om successie meer open water te creëren en gewenste verlandingsvegetatie te stimuleren;p;SGBP3 2021-2027;2021-2027;;Er is in de loop der jaren steeds meer verland (en steeds meer verbosde stukken aanwezig), bepaalde sloten zijn vrij ondiep en in het verleden zijn wateren soms gedempt. Om alle stadia van successie terug te krijgen in het gebied kunnen nieuwe petgaten worden gegraven, waarbij locaties waar waardevolle verlandingsvegetatie is ontstaan juist met rust worden gelaten (geen schouw, geen maai of baggerbeheer).;;NL11_6_1;;;;;;0;0;0;0;0;0;NVT;;;;;331.4394787;;;;;;;;2027;LM_20190916;Vecht;;;
279;;;;Beheer van slootkanten en verwijderen bladinval;?;SGBP3 2021-2027;2021-2027;;;;NL11_6_1;;;;;;0;0;0;0;0;0;NVT;;;;;331.4394787;;;;;;;;2027;LM_20190916;Vecht;;;
280;;;;Saneren bronnen bij egelshoek;?;SGBP3 2021-2027;2021-2027;;Er liggen autos in de berm en sloot nabij woonwagenkamp, is alles goed gerioleerd?;;NL11_6_1;;;;;;0;0;0;0;0;0;NVT;;;;;331.4394787;;;;;;;;2027;LM_20190916;Vecht;;;
281;71365;NL11;91140;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 2 - effect 2;;SGBP1 2009-2015;2009-2015;BE04;Het baggeren in westhoek van de grote plas.De maatregel is in het kader van het LIFE-subsidiecontract tussen Natuurmonumenten en de EU in de tijd naar voren getrokken en wordt in samenhang met de maatregel Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 2 uitgevoerd.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;WB;NL11_6_2;120000;m3;j;Natuurmonumenten;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=1092000.00;0;0;0;0;120000;0;ESF3;vervangen;;;;63.18121902;;0;;;;1;Hollands Ankeveen;nvt;LM_20190916;Vecht;;;
282;71366;NL11;91144;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 2;;SGBP1 2009-2015;2009-2015;BE04;Het baggeren in de petgaten oost- en westzijde van hoofdwatergang.De maatregel is in het kader van het LIFE-subsidiecontract tussen Natuurmonumenten en de EU in de tijd naar voren getrokken en wordt in samenhang met de maatregel Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 2 - effect 2 uitgevoerd.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;WB;NL11_6_2;2600;m3;j;Natuurmonumenten;Investering per planperiode=122000.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;2600;0;ESF3;vervangen;;;;63.18121902;;0;;;;1;Hollands Ankeveen;nvt;LM_20190916;Vecht;;;
283;71374;NL11;HAP-xx;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, baggeren waterbodem;;SGBP1 2009-2015;2009-2015;BE04;Het gaat om het baggeren van de waterbodem in het gehele plassengebied, door Natuurmonumenten als onderdeel van hun LIFE-subsidiecontract met de EU uitgevoerd.Deze maatregel vervangt twee eerder opgevoerde KRW-maatregelen:- Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 2 (code 91144)en - Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 2 - effect 2 (code 91140)De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;WB;NL11_6_2;120000;m3;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;120000;0;0;ESF3;gefaseerd naar SGBP2;;;;63.18121902;;7;ha;;;1;Hollands Ankeveen;nvt;LM_20190916;Vecht;;;
284;71364;NL11;91139;Graven nieuwe petgaten in achterland HAP;;SGBP1 2009-2015;2009-2015;IN08;;WB;NL11_6_2;7;km;n;Natuurmonumenten;Investering per planperiode=850000.00|Beheer en Onderhoud per planperiode=0.00;0;0;7;0;0;0;ESF4;uitgevoerd;;;;63.18121902;;1.05;ha;;;1;Hollands Ankeveen;2016;LM_20190916;Vecht;;;
285;71367;NL11;91145;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 1;;SGBP1 2009-2015;2009-2015;BE02;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten.De maatregel wordt als onderdeel van één maatregelpakket met:- Uitvoeren herstel- en inrichtingsmaatregelen Kortenhoefse plassen, fase 1 - effect 1,- Uitvoeren herstel- en inrichtingsmaatregelen Stichts Ankeveense plassenen- Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense plassendoor Natuurmonumenten in het kader haar LIFE-subsidiecontract met de EU uitgevoerd.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;WB;NL11_6_2;5.49;km;j;Natuurmonumenten;Beheer en Onderhoud per planperiode=13300.00|Investering per planperiode=0.00;0;0;5.49;0;0;0;ESF4;uitgevoerd;;;;63.18121902;;0.8235;ha;;;1;Hollands Ankeveen;2016;LM_20190916;Vecht;;;
286;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_6_2;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;63.18121902;;9.477182853;ha;;;1;Hollands Ankeveen;2016;LM_20190916;Vecht;;;
287;71372;NL11;91156;Stoppen bemesten van gronden van NM met kortlopende overeenkomsten;;SGBP1 2009-2015;2009-2015;IM08;"De oorspronkelijke kwantitatieve doelstelling van de maatregel was het uitvoeren van de beheermaatregel op 154 hectare in het plassengebied opgedeeld in:•	Het stoppen van bemesten op 30 hectare in het gebied van Hollands Ankeveense plas•	Het stoppen van bemesten op 55 hectare in het gebied van Stichts Ankeveense plas•	Het stoppen van bemesten op 69 hectare in het gebied van de Kortenhoefse plassen";MW;NL11_6_2;0.0001;km;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=27900.00;0;0;0;0.0001;0;0;ESF1;gefaseerd niet opnieuw opgenomen;;;2.108254874;63.18121902;0;0.01;mg/m2/dag;;;1;Hollands Ankeveen;nvt;LM_20190916;Vecht;;;
288;76544;NL11;HAP-x;Omleiden waterstroom vanuit achterland Hollands Ankeveense Plassen;p;SGBP2 2015-2021;2015-2021;IN02;Het gaat om het afkoppelen van het achterland, waarbij het neerslagoverschot via een nieuw gemaal direct op de `s Gravenlandse vaart. Deze maatregel heeft ook invloed op ESF8, toxiciteit.;WB;NL11_6_2;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1, ESF8;planvorming WGP NVP;;;2.108254874;63.18121902;0;1.2;mg/m2/dag;0.14;;1;Hollands Ankeveen;2021;LM_20190916;Vecht;;;
289;76532;NL11;91145;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 1;;SGBP2 2015-2021;2015-2021;BE02;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten.De maatregel wordt als onderdeel van één maatregelpakket (C10) door Natuurmonumenten uitgevoerd in het kader haar LIFE-subsidiecontract met de EU.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;WB;NL11_6_2;5.49;km;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;5.49;0;0;0;ESF2;uitgevoerd;;;;63.18121902;;;;0.01;;1;Hollands Ankeveen;2021;LM_20190916;Vecht;;;
290;76545;NL11;HAP-xx;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, baggeren waterbodem;;SGBP2 2015-2021;2015-2021;BE04;Het gaat om het baggeren van de waterbodem in het gehele plassengebied, door Natuurmonumenten als onderdeel van hun LIFE-subsidiecontract met de EU uitgevoerd.Deze maatregel vervangt twee eerder opgevoerde KRW-maatregelen:- Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 2 (code 91144)en - Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 2 - effect 2 (code 91140)De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;WB;NL11_6_2;120000;m3;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;120000;0;0;0;ESF3;uitgevoerd;;;;63.18121902;;;;;;1;Hollands Ankeveen;2021;LM_20190916;Vecht;;;
291;76546;NL11;HAP-xxx;Uitvoeren herstel- en inrichtingsmaatregelen Holl. Ank. plassen, baggeren waterbodem (extra);baggeren;SGBP2 2015-2021;2015-2021;BE04;Aanvulling op de oorspronkelijke maatregel (120.000m3): Er is meer gebaggerd omdat is gebleken dat de bagger fosfaatrijk is. ;WB;NL11_6_2;60000;m3;n;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;60000;0;0;0;ESF3;uitgevoerd;;;;63.18121902;;;;;;1;Hollands Ankeveen;2021;LM_20190916;Vecht;;;
292;;;;Brasem verwijderen;abb;SGBP3 2021-2027;2021-2027;BE01;Deze maatregel heeft pas zin als waterstromen zijn omgeleid.;;NL11_6_2;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1, ESF2;Faseren tot andere maatregelen zijn uitgevoerd;;;;63.18121902;;400;kg/ha;;;;Hollands Ankeveen;2027;LM_20190916;Vecht;;;
293;;;;Visintrek voorkomen na verwijderen brasem.;achteruitgang vermijden;SGBP3 2021-2027;2021-2027;IN20;Wanneer de plas zich hersteld;;NL11_6_2;;;;;;0;0;0;0;0;0;ESF2;concept;;;;63.18121902;;?;;;;;Hollands Ankeveen;2027;LM_20190916;Vecht;;;
294;;;;Kappen boomopslag langs de oevers.;areaal beter;SGBP3 2021-2027;2021-2027;;Kappen van de boomopslag door de eigenaren zal lokaal de kwaliteit van de natuur sterk kunnen verbeteren. Er komt minder fosfaat in het systeem (bladval) en meer licht. Bovendien verdampen bomen veel water. Minder bomen draagt bij aan minder inlaat van gebiedsvreemd water.;;NL11_6_2;;;;?;;0;0;0;0;0;0;ESF4, ESF1;;Natuurmonumenten;;;63.18121902;;;;;;;Spiegelplas;2027;;Vecht;;;
295;;;;Isoleren vuilstort;p;SGBP3 2021-2027;2021-2027;;Het is nog onduidelijk hoe groot het gebied is dat wordt beinvloed door de vuilstort. Er is een risico dat voedselrijk en toxisch water vanuit de stort in het gebied komt. Het is wenselijk om met de provincie in gesprek te blijven over eventuele toekomstige maatregelen.;;NL11_6_2;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF 8, ESF1;;Provincie Noord-Holland;;;63.18121902;;;;;;;Hollands Ankeveen;2027;;Vecht;;;
296;;;;Baggeren;baggeren;SGBP3 2021-2027;2021-2027;;Er is sprake van nalevering uit de waterbodem en de waterbodem is in de noordelijke petgaten redelijk voedselrijk. Baggeren is echter kostbaar en leidt mogelijk tot een tijdelijke verslechtering en een onwenselijk baggerdepot. Deze maatregel heeft ook invloed op ESF3, productiviteit waterbodem.;;NL11_6_2;;;;;;0;0;0;0;0;0;ESF1, ESF3;Faseren tot andere maatregelen zijn uitgevoerd;;;;63.18121902;;?;ha;;;;Hollands Ankeveen;2027;LM_20190916;Vecht;;;
297;;;;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;;SGBP1 2009-2015;2009-2015;;2-zijdig: visvriendelijke pompen en aparte intrekmogelijkheid naar polder. Hier moeten de instellingen nog worden aangepast om massale intrek van brasem te voorkomen.;;NL11_6_2;;;;Waterschap Amstel Gooi en Vecht ;;0;0;1;0;0;0;ESF5;uitgevoerd;;;;63.18121902;;;;;;;Hollands Ankeveen;nvt;LM_20191017;Vecht;;;
298;71370;NL11;91154;Uitvoeren waterbeheermaatregelen;;SGBP1 2009-2015;2009-2015;IN02;Het afstuwen van de doorspoeling vanuit oostelijk deel (GRV) van het plassengebied naar het westelijk deel;WB;NL11_6_3;1;n;n;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;;;;78.77909067;;0;mg/m2/dag;;;1;Stichts Ankeveen;2016;LM_20190916;Vecht;;;
299;71368;NL11;91148;Graven petgaten in het oostelijk deel plassengebied;;SGBP1 2009-2015;2009-2015;IN08;Het gaat om het realiseren van 9 hectare petgaten;WB;NL11_6_3;9;km;n;Natuurmonumenten;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=300000.00;0;0;9;0;0;0;ESF4;uitgevoerd;;;;78.77909067;;1.35;ha;;;1;Stichts Ankeveen;2016;LM_20190916;Vecht;;;
300;71369;NL11;91149;Uitvoeren herstel- en inrichtingsmaatregelen Stichts Ankeveense plassen, fase 1;;SGBP1 2009-2015;2009-2015;BE06;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het plassengebied.De maatregel wordt als onderdeel van één maatregelpakket met:- Uitvoeren herstel- en inrichtingsmaatregelen Kortenhoefse plassen, fase 1 - effect 1,- Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 1en- Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense plassendoor Natuurmonumenten in het kader haar LIFE-subsidiecontract met de EU uitgevoerd.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;WB;NL11_6_3;10.79;km;j;Natuurmonumenten;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=120000.00;0;0;10.79;0;0;0;ESF4;uitgevoerd;;;;78.77909067;;1.6185;ha;;;1;Stichts Ankeveen;2016;LM_20190916;Vecht;;;
301;71371;NL11;91155;Onderzoeken maatregelen Stichts Ankeveense plassen;;SGBP1 2009-2015;2009-2015;S01;Het gaat om het uitvoeren van twee deelonderzoeken:1 Verbeteren diversiteit vegetatie Stichts Ankeveen2 Verdergaande maatregelen ter beperking invloed GRV op SAP;WB;NL11_6_3;2;n;j;Waterschap Amstel Gooi en Vecht;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=54000.00;0;0;2;0;0;0;NVT;uitgevoerd;;;;78.77909067;;;;;;1;Stichts Ankeveen;2016;LM_20190916;Vecht;;;
302;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_6_3;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;78.77909067;;11.8168636;ha;;;1;Stichts Ankeveen;2016;LM_20190916;Vecht;;;
303;71357;NL11;91124;Realiseren P-reductie rwzi Horstermeer (autonoom);;SGBP1 2009-2015;2009-2015;IM01;Het gaat om het realiseren van maatregelen om de rwzi aan de wettelijke lozingseisen te laten voldoen;MW;NL11_6_3;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=10500000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;;;;78.77909067;;0;mg/m2/dag;;;1;Stichts Ankeveen;2016;LM_20190916;Vecht;;;
304;71372;NL11;91156;Stoppen bemesten van gronden van NM met kortlopende overeenkomsten;;SGBP1 2009-2015;2009-2015;IM08;"De oorspronkelijke kwantitatieve doelstelling van de maatregel was het uitvoeren van de beheermaatregel op 154 hectare in het plassengebied opgedeeld in:•	Het stoppen van bemesten op 30 hectare in het gebied van Hollands Ankeveense plas•	Het stoppen van bemesten op 55 hectare in het gebied van Stichts Ankeveense plas•	Het stoppen van bemesten op 69 hectare in het gebied van de Kortenhoefse plassen";MW;NL11_6_3;0.0001;km;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=27900.00;0;0;0;0.0001;0;0;ESF1;gefaseerd naar SGBP2;;;2.108254874;78.77909067;geen landbouw na afkoppelen;0;mg/m2/dag;;;1;Stichts Ankeveen;nvt;LM_20190916;Vecht;;;
305;76571;NL11;SAP-xx;Beperken waterstroom vanuit achterland Stichts Ankeveense Plassen;p;SGBP2 2015-2021;2015-2021;IN02;;WB;NL11_6_3;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;planvorming WGP NVP;;;0.76287122;78.77909067;0;0.65;mg/m2/dag;;;1;Stichts Ankeveen;2021;LM_20190916;Vecht;;;
306;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;p;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_6_3;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;78.77909067;geen landbouw na afkoppelen;0;mg/m2/dag;;NMI, 2019;1;Stichts Ankeveen;2021;LM_20190916;Vecht;;;
307;76533;NL11;91147;Onderzoek aankoop landbouwgrond;nvt;SGBP2 2015-2021;2015-2021;BR01;Onderzoek aankoop landbouwgrond op 1 locatie (iig 3 eigenaren = 20 ha);WB;NL11_6_3;1;n;j;Provincie Noord-Holland;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;NVT;?;eigenaren agrariers;;0.76287122;78.77909067;;;;;;1;Stichts Ankeveen;2021;LM_20190916;Vecht;;;
308;76564;NL11;NL11_0157;Vispasseerbaar maken van sluizen, gemalen en stuwen - fase 2;vis;SGBP2 2015-2021;2015-2021;IN15;Het gaat om een de Wit-passage (2-zijdig) bij stuw de Googh tussen Stichts Ankeveen en de Spiegelplas. Wordt het gemaal ook visveilig gemaakt?;MW;NL11_6_3;4;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF5;loopt;intern onderhoud en beheer;;;78.77909067;;;;0;;1;Stichts Ankeveen;2021;LM_20190916;Vecht;;;
309;76534;NL11;91149;Uitvoeren herstel- en inrichtingsmaatregelen Stichts Ankeveense plassen, fase 1;;SGBP2 2015-2021;2015-2021;BE06;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het plassengebied.De maatregel wordt als onderdeel van één maatregelpakket (C10) door Natuurmonumenten uitgevoerd in het kader haar LIFE-subsidiecontract met de EU.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;WB;NL11_6_3;10.79;km;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;10.79;0;0;0;ESF2, ESF4;in uitvoering;;;;78.77909067;;;;;;1;Stichts Ankeveen;2021;LM_20190916;Vecht;;;
310;;;;Uitvoeren herstel- en inrichtingsmaatregelen Stichts Ankeveense plassen;areaal beter;SGBP3 2021-2027;2021-2027;BE06;De maatregel betreft het nog meer verwijderen van boom- en groenopslag langs watergangen in het plassengebied. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;WB;NL11_6_3;10.79;km;j;Natuurmonumenten;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=120000.00;0;0;0;0;0;0;ESF2, ESF4;concept;;;;78.77909067;;1.6185;ha;;;;Stichts Ankeveen;2027;LM_20190916;Vecht;;;
311;71318;NL11;91016;Aanbrengen drempels om migratie bagger vanuit KH-achterland te vermijden (Groenewoud);;SGBP1 2009-2015;2009-2015;IN02;;WB;NL11_6_4;1;n;n;Waterschap Amstel Gooi en Vecht;Investering per planperiode=122000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;Natuurmonumenten;;2.115472296;269.0867886;;0;mg/m2/dag;;;1;Kortenhoefseplassen;2016;LM_20190916;Vecht;;;
312;71389;NL11;NL11_0182;Uitvoeren herstel- en inrichtingsmaatregelen Kortenhoefse plassen, fase 1 - effect 2;;SGBP1 2009-2015;2009-2015;BE04;Het gaat om het baggeren van ongeveer 22 hectare waterbodems in de gebieden het Hol en Suikerpot.;WB;NL11_6_4;66000;m3;j;Natuurmonumenten;Investering per planperiode=3432000.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;66000;0;0;ESF3;gefaseerd naar SGBP2;Natuurmonumenten;;2.115472296;269.0867886;0;0;mg/m2/dag;;;1;Kortenhoefseplassen;nvt;LM_20190916;Vecht;;;
313;71319;NL11;91017;Uitvoeren herstel- en inrichtingsmaatregelen Kortenhoefse plassen, fase 1 - effect 1;;SGBP1 2009-2015;2009-2015;BE02;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten.De maatregel wordt als onderdeel van één maatregelpakket met:- Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 1,- Uitvoeren herstel- en inrichtingsmaatregelen Stichts Ankeveense plassenen- Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense plassendoor Natuurmonumenten in het kader haar LIFE-subsidiecontract met de EU uitgevoerd.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;WB;NL11_6_4;21.03;km;j;Natuurmonumenten;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=97000.00;0;0;0;21.03;0;0;ESF4;gefaseerd naar SGBP2;Natuurmonumenten;;2.115472296;269.0867886;0;3.1545;ha;;;1;Kortenhoefseplassen;nvt;LM_20190916;Vecht;;;
