koppelnummer;DBID;Namespace;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;LokaalID;Naam;SGBPPeriode.omschrijving;UitvoeringIn;Toelichting;KRWMaatregel.code;KRWMaatregelNiveau.code;KRWStroomgebiedDistrict.code;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.code;Initiatiefnemer.naam;Initiatiefnemer.waternet;EUFonds.code;Kosten;RelatieMetNatura2000Gebied;RelatieMetWaterwinning;KTM.Code;KTM.omschrijving;Kwaliteitselementen;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;Investeringskosten;beheerEnOnderhoudsKosten;interneKosten;Type maatregel voor doelen-model;Opmerkingen GtH;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;Contactpersonen;esf;OmvangWaternet;eenheid;litteratuurverwijzing;wkp;Effect verwacht vanaf;HoortbijKRWWaterlichaam_oud;aangepast
34;;NL11;NL11_7_1;Botshol;;Effectiviteit van de defosfatering maximaliseren;SGBP3 2021-2027;2021-2027;"De toediening van IJzerchloride voor de defosfatering van het inlaatwater uit de Waver is sluipenderwijs verminderd. De toediening wordt verhoogd gericht op een maximaal zuiveringsresultaat.
In het verlengde hiervan: ten behoeve van rietoogst door dhr. Verweij zouden er tijdelijke schotten in de watergangen worden geplaatst om de verspreiding van flocculant te beperken. Dit wordt herbezien op effect op externe P-belasting. Ook de verbinding met de Bruggesloot (keerschotten ontbreken regelmatig en er is onvoldoende toezicht op het terugplaatsen van deze schotten), vaarbeweging en mogelijke opwerveling (wens is om schotten permanent te laten staan en niet door uitstroom van de defosfatering te varen), sulfaat en zuurstof in de nabezinksloten is een aandachtspunt: Mogelijk leveren de nabezinksloten na onder bepaalde omstandigheden. Vaste schotten zouden de voorkeur hebben als er geen geld/ aandacht is voor controle of schotten op tijd zijn teruggeplaatst.
";IM12;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;ACTIE ??: Marinka vraagt na bij Winnie of er investering/ renovatie nodig is;NL_HAB_83;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;dosering FEChl moet hoger….;;P-belasting verlagen;;afweging kosten: bestuurlijke keuze;geen;SGBP3;;;ESF1;0.044114726;mg/m2/dag;;0;2027;NL11_7_1;LM_20190916
47;;NL11;NL11_7_1;Botshol;;Ganzen structureel beheren door populatiebeperking;SGBP3 2021-2027;2021-2027;Een maatregel in alle waterlichamen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;BE08;MW;;;n;;;Provincie;Provincie Utrecht;;;NL_HAB_83;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Ganzen beheren;;bestuurlijke keuze provincie;Natuurmonumenten;;SGBP3;;ESF6;1;1/0;;0;2027;NL11_7_1;GH_20191205
48;;NL11;NL11_7_1;Botshol;;Hydrologische isolatie tussen nieuwe natuurgebieden in polder Botshol en Nellestein controleren;SGBP3 2021-2027;2021-2027;Het is van belang dat het peil wordt geregisteerd in Nellestein.;BE08;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;NL_HAB_83;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Achteruitgang vermijden;dit is meer beheer en onderhoud dan KRW maatregel;afweging kosten: bestuurlijke keuze;Natuurmonumenten;SGBP3;;;ESF1;0;mg/m2/dag;;0;2027;NL11_7_1;LM_20190916
58;;NL11;NL11_7_1;Botshol;;Renovatie van defosfatering Botshol;SGBP3 2021-2027;2021-2027;"Mogelijk leveren de nabezinksloten na onder bepaalde omstandigheden en moet er extra worden gebaggerd, de schotten in de bruggesloot moeten mogelijk onderhouden worden en ook vraagt de tank en de toedieningsvoorziening om onderhoud.
";IM12;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;ACTIE ??: navraag doen of er renovatie nodig is;NL_HAB_83;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;dosering FEChl moet hoger….;;Achteruitgang vermijden;;afweging kosten: bestuurlijke keuze;geen;SGBP3;;;ESF1;0;mg/m2/dag;;0;2027;NL11_7_1;LM_20200124
59;;NL11;NL11_7_1;Botshol;;Staken bevloeien van rietlanden ten behoeve van vergroting rietoogst;SGBP3 2021-2027;2021-2027;Teveel aan slib en nutriënten in de waterkolom lijkt tenminste ten dele afkomstig uit afspoeling van de rietlandpercelen. Het actief bevloeien van de rietlanden (= maatregel toegepast in verouderde rietlanden om de rietproductie te verhogen/ een jonger successiestadium te stimuleren) vergroot deze afspoeling  en brengt organisch materiaal in het oppervlaktewater. Daarom kijken wat reikwijdte en effect van deze bevloeiing is bij pachters dhr. Jansen en dhr. Verweij. Bevloeiing limiteren of beëindigen. Rietoogst vindt mogelijk alternatieven in petgaten die verjongd zijn. Het betreft twee rietsnijders met een klein onverhard oppervlak dat bevloeid wordt. De bevloeiing vindt al 30 jaar plaats. De complexiteit (politiek-sociaal) van de oplossing weegt niet op tegen voordeel.;IM12;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;NL_HAB_83;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;1;;;;P-belasting verlagen;;afweging kosten: bestuurlijke keuze;Provincie Utrecht;SGBP3;;;ESF1;0;mg/m2/dag;;0;2027;NL11_7_1;LM_20190916
60;;NL11;NL11_7_1;Botshol;;Staken lokale inlaat van ongezuiverd water door Waverkade, onder vrij verval;SGBP3 2021-2027;2021-2027;Bij één erf langs de Waver is nog een 'pijp door de dijk’ aanwezig, waaruit permanent Waver-water het natuurgebied in stroomt waarin ook fosfaat en andere vervuiling zit. De Waver voert zeker in de zomer vrijwel uitsluitend uitslagwater van de droogmakerijen Polder Groot Mijdrecht, die belast is door landbouw en, vooral, droogmakerijkwel met bruin, brakkig en voedselrijk water. De hoeveelheid ingelaten water en daarmee ook de fosfaatvracht is niet bekend. Voorstel om deze inlaat stop te zetten en in de toekomst onmogelijk te maken. Door de aanleg van riolering is het ook al lang niet meer nodig om de sloten rond het erf permanent door te spoelen. Bij Verweij staat de pijp niet altijd open en er zit een schot tussen de sloot van Verweij en Botshol.;IM12;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;NL_HAB_83;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;1;;;;Achteruitgang vermijden;navragen bij Winnie of deze op vervallen kan;niet uitvoeren: niet effectief;geen;SGBP3;;;ESF1;?;mg/m2/dag;;0;2027;NL11_7_1;LM_20190916
62;;NL11;NL11_7_1;Botshol;;Zoet schoon water aanvoeren naar Zwanengat;SGBP3 2021-2027;2021-2027;Er zou water uit Vinkeveen worden ingelaten via de Ruigkadesloot naar het Zwanengat. Dit is een optie om de door provincie / Natuurmonumenten genoemde nadelen van afkoppelen Zwanengat te mitigeren. Bij Natuurmonumenten leeft de gedachte dat het Zwanengat behoefte heeft aan aanvoer van zoetwater vanuit polder Botshol/Nellestein, opdat de jonge verlanding makkelijker op gang komt. ;IN01;WB;;1;ha;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;0;NL_HAB_83;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;afweging kosten: bestuurlijke keuze;Natuurmonumenten;SGBP3;;;ESF1;0;mg/m2/dag;;0;2027;NL11_7_1;LM_20190916
645;;NL11;NL11_7_1;Botshol;;Kleinere maximumhoeveelheid toestaan voor het onttrekken en lozen van water aan of op oppervlaktewateren;SGBP3 2021-2027;2021-2027;Zonder vergunning of melding maximaal 500 m³ (500.000 liter) water per uur uit boezemwater halen. Dit zijn rivieren of kanalen die hoger liggen dan het land achter de dijk. Voor wateren zoals grachten en ander water in de stad geldt een maximum van 120 m³ per uur. Nabij (in hetzelfde peilvak) diepe plassen en kleine ondiepe plassen willen we onttrekkingen zoveel mogelijk voorkomen, door een alternatieve locatie te zoeken in een ander peilvak. Kan het niet anders dan is een maximum van 20 m³ per uur (dit is nog steeds een vergelijkbare hoeveelheid als het inlaatdebiet van b.v. de Gaasperplas) toegestaan.;G04;MW;;;-;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;NL_HAB_83;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Instrumentele maatregel;niet meegenomen in doelafleiding;aanpassen beleid KEUR: bestuurlijke keuze;Waterschap Amstel Gooi en Vecht;SGBP3;;;ESF1;0;mg/m2/dag;;0;2027;;LM_20200318
56;;NL11;NL11_7_1;Botshol;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud van watergangen;SGBP3 2021-2027;2021-2027;De KEUR zou gebiedsspecifiek moeten toelaten dat watergangen minder frequent of niet worden geschoond, om flora en fauna te sparen. Bijvoorbeeld in poldersloten of om verlanding toe te laten in natuurgebieden. De invulling hiervan wordt uitgewerkt in het beheer en onderhoudsprogramma van AGV. Bij vervangen van beschoeiing moet vegetatie zoveel mogelijk worden gespaard.;S06;MA;;;n;;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;;;;;Macrofauna_Overige Waterflora_Vis;0;1;0;0;0;0;;;voor planadvies, jurist, verwerken KEUR;Instrumentele maatregel;;bestuurlijk vastgesteld;Gemeente De Ronde Venen, Provincie Utrecht;Beheer en onderhoudsprogramma;;;ESF4, ESF6;1;1/0;;0;2027;NL11_7_1;GH_20191205
61;;NL11;NL11_7_1;Botshol;GEB-x;Volgen en sturen;SGBP3 2021-2027;2021-2027;Het bijhouden of alle bronnen voldoende gereduceerd worden door maatregelen. Dit vraagt om een uitgebreid monitoringprogramma en periodiek terugkerende analyse.;BE08;MA;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;ACTIE Marinka: budget idem SGBP2;;;NL_KTM6A;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Onderzoek;;afweging kosten: bestuurlijke keuze;Natuurmonumenten;SGBP3;;;ESF1;0;nvt;;0;2027;NL11_7_1;LM_20190916
126;71380;NL11;NL11_2_8;Bovenkerkerpolder;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;SGBP1 2009-2015;2009-2015;Een gebiedsbrede maatregel in alle waterlichamen;BE03;MW;;30;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;;;Macrofauna_Overige Waterflora_Vis;0;0;325;0;0;0;;;;Natuurvriendelijk onderhouden EMERS en SUBMERS;;uitgevoerd;;;;;ESF4;0;1/0;;1;2016;NL11_2_6;LM_20190916
129;76541;NL11;NL11_2_8;Bovenkerkerpolder;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;in uitvoering;;;;;ESF1;0;mg/m2/dag;;1;2021;NL11_2_6;LM_20190916
83;;NL11;NL11_2_8;Bovenkerkerpolder;;Toepassen van ecologisch onderhoud bij oevers van hoofdwateren ;SGBP3 2021-2027;2021-2027;Natuurvriendelijk onderhouden is meestal gericht op niet méér verwijderen dan noodzakelijk is. Dus het beheer aanpassen als er te weinig vegetatie is zodat flora en fauna zich kunnen herstellen. Bij alle hoofdwatergangen van ons gebied is beoordeeld welke uitvoeringsmethode we kunnen en willen uitvoeren. In veel watergangen kan 25% van de vegetatie blijven staan. Vanwege ruimtegebrek is het niet mogelijk om overal 25% te sparen. Deze maatregel is opgenomen voor alle waterlichamen waar dit relevant is.;BE03;MW;;;km;;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Natuurvriendelijk onderhouden AGV;;bestuurlijk vastgesteld;?;SGBP3;;;ESF6;1;1/0;;0;2027;NL11_2_6;GH_20191205
85;;NL11;NL11_2_8;Bovenkerkerpolder;;Verdiepen van watergangen in de Bovenkerkerpolder;SGBP3 2021-2027;2021-2027;Voordat de maatregel kan worden doorgevoerd moeten bronnen van baggeraanwas en de snelheid waarmee er opnieuw bagger ontstaat voldoende bekend zijn. Er zijn mogelijk ook viswerende maatregelen nodig. Nu wordt er ingeschat dat vrijwel het gehele ondiepe areaal op diepte kan worden gebracht. In de praktijk kan het zijn dat dit niet mogelijk is (door loopzand, instabiliteit oevers of opbarstingsrisico's).;IN12;WB;;7;ha;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;ACTIE Laura maakt schatting van m3 obv waterdiepte vergeleken met 35cm en oppervlak. Prijs m3 baggeren met spuit.;;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton;0;0;0;0;0;0;;;;Op diepte brengen;;mogelijk aanvullende maatregelen nodig: deels bestuurlijk vastgesteld ;DAW, agrarische collectieven;Waterdiepte op Maat;;;ESF4;1;1/0;;0;2027;NL11_2_6;LM_20190916
459;;NL11;NL11_2_8;Bovenkerkerpolder;GEB-y;Maatregelen in de landbouw om nutriëntenbelasting op de waterlichamen te beperken;SGBP3 2021-2027;2021-2027;"Deze maatregel is relevant voor dit waterlichaam omdat veel watergangen eigendom zijn van agrariërs en grenzen aan agrarische percelen. De typen maatregelen zijn precisiebemesting, bodemverbetering en routemaatregelen (bufferzone). Hier vallen maatregelen onder die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies maar ook vrijwillige maatregelen. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het meest uitvoerbaar en nuttig zijn. Er wordt daarbij onderscheid gemaakt in maatregelen voor een goede bodem, een duurzame bemesting (precisielandbouw), waterbeheer en end-of-pipe maatregelen.
Deze maatregel leidt tot 4% reductie van fosforbelasting naar polderwater, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ";BR01;MW;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;investeringen in groen-blauwe diensten 700 k€/jaar, ‘Waterdiepte op Maat’ met jaarbudget van 700 k€ vanaf 2021.;;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;bestuurlijk vastgesteld;DAW, agrarische collectieven;Programma agrarisch waterbeheer, waterdiepte op maat;;;ESF1;0.619535454;mg/m2/dag;NMI, 2019;0;2027;NL11_2_6;LM_20190916
496;;NL11;NL11_2_8;Bovenkerkerpolder;;Maatregelen in de landbouw om oeverafkalving tegen te gaan;SGBP3 2021-2027;2021-2027;"Bijvoorbeeld bufferzones en slootranden met wortelende vegetatie, dus er zit overlap met DAW pakketten ten behoeve van nutriëntenreductie. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem en ESF4, habitatgeschiktheid.
Geschatte omvang is 25% van 20% waar dit een probleem van totale oeverlengte.";IN18;WB;;;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;;;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;Vooral hier worden veel kosten gemaakt voor monitoring en onderzoek. O.a. trainee;Oeverstructuur verbeteren;;bestuurlijk vastgesteld;DAW, agrarische collectieven;Programma agrarisch waterbeheer;;;ESF1, ESF4;5;% oeverlengte;;0;2027;NL11_2_6;LM_20190916
509;;NL11;NL11_2_8;Bovenkerkerpolder;;Natuurvriendelijk onderhoud van lijnvormige secundaire watergangen: agrarisch waterbeheer;SGBP3 2021-2027;2021-2027;Hier vallen maatregelen uit agrarisch waterbeheer en het landbouwportaal onder: o.a. afrastering, drinkbakken voor veedrenking, minder frequent maaien. De beheerpakketten ‘baggerspuiten’ en ‘ecologisch slootschonen’ sluiten hier goed op aan. Beide beheerpakketten focussen op werken in ‘mozaïekvorm’, wat inhoudt dat niet alle watergangen in hetzelfde jaar gebaggerd of geschoond worden. Het is wenselijk dat de boeren hun watergangen volgens deze pakketten duurzaam gaan onderhouden. Sinds 2011 worden steeds meer watergangen gebaggerd met de baggerspuit. Ecologisch slootschonen gebeurt echter nog nauwelijks. Daarom wordt aanbevolen om te overwegen om het pakket ‘baggerspuiten’ verplicht te combineren met ‘ecologisch slootschonen’.;BE03;MW;;;km;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Natuurvriendelijk onderhouden EMERS en SUBMERS;;bestuurlijk vastgesteld;Waterschap Amstel Gooi en Vecht;Programma agrarisch waterbeheer;;;ESF6;1;1/0;;0;2027;NL11_2_6;GH_20191205
673;;NL11;NL11_2_8;Bovenkerkerpolder;;Natuurvriendelijk onderhoud van lijnvormige secundaire watergangen: instrumenteel;SGBP3 2021-2027;2021-2027;Hier vallen instrumentele maatregelen onder: beheer en onderhoudsprogramma AGV/ KEUR AGV. KEUR regels moeten minder frequent schonen toestaan. Deze maatregel is in meerdere waterlichamen relevant.;BE03;MW;;;km;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Natuurvriendelijk onderhouden EMERS en SUBMERS;;bestuurlijk vastgesteld;Waterschap Amstel Gooi en Vecht;Programma agrarisch waterbeheer;;;ESF6;1;1/0;;0;2027;NL11_2_6;GH_20191205
76;;NL11;NL11_2_8;Bovenkerkerpolder;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud van watergangen;SGBP3 2021-2027;2021-2027;De KEUR zou gebiedsspecifiek moeten toelaten dat watergangen minder frequent of niet worden geschoond, om flora en fauna te sparen. Bijvoorbeeld in poldersloten of om verlanding toe te laten in natuurgebieden. De invulling hiervan wordt uitgewerkt in het beheer en onderhoudsprogramma van AGV. Bij vervangen van beschoeiing moet vegetatie zoveel mogelijk worden gespaard.;S06;MA;;;n;;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;;;;;Macrofauna_Overige Waterflora_Vis;0;1;0;0;0;0;;;voor planadvies, jurist, verwerken KEUR;Instrumentele maatregel;;bestuurlijk vastgesteld;;Beheer en onderhoudsprogramma;;;ESF6;1;1/0;;0;2027;NL11_2_6;GH_20191205
78;71327;NL11;NL11_5_7;Breukeleveensche Plas;91052;Baggeren Weerslootgebied;SGBP1 2009-2015;2009-2015;;BE04;WB;;9000;m3;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=124800.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;9000;0;0;0;;;;Baggeren;hoort deze wel bij Loosdrecht of bij stergebied?;uitgevoerd;Recreatie Midden-Nederland, Natuurmonumenten;;;;ESF3;0;% van overig ongeschikt;;1;2016;NL11_5_1;LM_20190916
279;71306;NL11;NL11_5_7;Breukeleveensche Plas;;Instellen polderdoorstroomprincipe, waterbeheermaatregelen;SGBP1 2009-2015;2009-2015;Het betreft alle waterbeheer- en inrichtingsmaatregelen die het waterschap in het kader van gebiedsafspraken met gebiedsactoren in het gebied van Ster en Zodden gaat uitvoerenVoorbeelden van maatregelen zijn:- Aanleggen duikers, stuwen- Graven nieuwe watergangen ;IN02;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=1246000.00;#N/B;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;;Natuurmonumenten;;;;ESF1;0;mg/m2/dag;;1;2016;NL11_5_1;LM_20190916
285;71380;NL11;NL11_5_7;Breukeleveensche Plas;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;SGBP1 2009-2015;2009-2015;Een gebiedsbrede maatregel in alle waterlichamen;BE03;MW;;30;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;;;Macrofauna_Overige Waterflora_Vis;0;0;325;0;0;0;;;;Natuurvriendelijk onderhouden EMERS;;uitgevoerd;geen;;;;ESF4;0;1/0;;1;2016;NL11_5_1;LM_20190916
290;71388;NL11;NL11_5_7;Breukeleveensche Plas;NL11_0181;Uitvoeren herstelmaatregelen Loosdrechtse plassen, peilbeheer;SGBP1 2009-2015;2009-2015;Het gaat om het uitvoeren van de waterbeheermaatregelen om een flexibel peil tussen -1,05 en -1,2 m NAP in te stellen binnen een gebied van 1470 ha;IN14;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=3262000.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;P-belasting verlagen;;uitgevoerd;geen ;;;;ESF1;0;mg/m2/dag;;1;2016;NL11_5_1;LM_20190916
295;71390;NL11;NL11_5_7;Breukeleveensche Plas;NL11_0183;Uitvoeren herstelmaatregelen Loosdrechtse plassen, wateraan- en afvoer;SGBP1 2009-2015;2009-2015;Het gaat om het uitvoeren van de volgende waterbeheermaatregelen:- Het saneren van bestaande sluislekken bij de Weer- en Kraainestersluis- Het terugpompen van schutwater bij de Weer, Kraainester- en Mijdense sluis- Het onderzoeken van de mogelijkheden om de wateraan- en afvoer van Molenpolder/Westbroek via Breukeleveense plas te verbeteren;IN02;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=1152000.00;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;P-belasting verlagen;;uitgevoerd;geen;;;;ESF1;0;mg/m2/dag;;1;2016;NL11_5_1;LM_20190916
