DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;afweging;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;Kosten;interneKosten;beheerEnOnderhoudsKosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;Effect verwacht vanaf;aangepast;gebiedsteam;Kwaliteitselementen;
71375;NL11;NL11_0139;Onderzoeken verminderen belasting Vecht e.o. door RWZI Utrecht;Onderzoek;;SGBP1 2009-2015;2009-2015;uitgevoerd;IM01;Een onderzoek naar de mogelijke maatregelen om de belasting van de Vecht vanuit de rwzi Utrecht te verminderen. Het onderzoek wordt onder regie van Hoogheemraadschap De Stichtse Rijnlanden uitgevoerd.;WB;NL11_1_2;Vecht;NL11_1_2;1;n;j;HDSR;Waterschap Amstel, Gooi en Vecht;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF1;0;nvt;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Onderzoeken verminderen belasting Vecht e.o. door RWZI UtrechtNL11_1_2
71357;NL11;91124;Realiseren P-reductie rwzi Horstermeer (autonoom);P-belasting verlagen;;SGBP1 2009-2015;2009-2015;uitgevoerd;IM01;Het gaat om het realiseren van maatregelen om de rwzi aan de wettelijke lozingseisen te laten voldoen;MW;NL11_1_2;Vecht;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=10500000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF1;0;mg/m2/dag;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Realiseren P-reductie rwzi Horstermeer (autonoom)NL11_1_2
71356;NL11;91122;Uitvoeren maatregelen voor P-reductie rwzi Maarssen (autonoom);P-belasting verlagen;;SGBP1 2009-2015;2009-2015;gefaseerd;IM01;;WB;NL11_1_2;Vecht;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=5300000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;0;1;0;0;ESF1;0;mg/m2/dag;;;1;nvt;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren maatregelen voor P-reductie rwzi Maarssen (autonoom)NL11_1_2
76517;NL11;91009;Aanpassen RWZI Horstermeer (kwaliteit effluent verdergaand verbeteren na evaluatie);P-belasting verlagen;;SGBP2 2015-2021;2015-2021;uitgevoerd;IM01;;MW;NL11_1_2;Vecht;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;Reductie toepassen op RWZI Horstermeer (afvangen zout???);;0;0;1;0;0;0;ESF1;?;mg/m2/dag;;;1;2018;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Aanpassen RWZI Horstermeer (kwaliteit effluent verdergaand verbeteren na evaluatie)NL11_1_2
76576;NL11;V-xx;Beperken fosfaatbelasting rwzi Utrecht (autonoom);P-belasting verlagen;;SGBP2 2015-2021;2015-2021;in uitvoering;IM01;Deze maatregel wordt genomen in waterlichaam Vecht, maar heeft ook een positief effect voor Molenpolder en Tienhoven en Wijde Blik. ;MW;NL11_1_2;Vecht;NL11_1_2;1;n;j;HDSR;Waterschap Amstel, Gooi en Vecht;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;1;0;0;0;0;ESF1;6;mg/m2/dag;;;1;2021;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Beperken fosfaatbelasting rwzi Utrecht (autonoom)NL11_1_2
76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;in uitvoering;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_1_2;Vecht;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;DAW, agrarische collectieven, studieclubs, bedrijven;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;1;0;0;0;0;ESF1;0;mg/m2/dag;;;1;2021;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1NL11_1_2
76562;NL11;NL11_0148;Verdergaande P-reductie rwzi Maarssen (na evaluatie);P-belasting verlagen;;SGBP2 2015-2021;2015-2021;planvorming;IM01;De RWZI is sinds juli 2019 geamoveerd en loost niet meer op de Vecht.;WB;NL11_1_2;Vecht;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;Reductie vracht Maarssen, eventueel helemaal verwijderen, inclusief debiet.;reductie;1;0;0;0;0;0;ESF1;0.79;mg/m2/dag;;;1;2021;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Verdergaande P-reductie rwzi Maarssen (na evaluatie)NL11_1_2
71392;NL11;NL11_0189;Uitvoeren waterbeheermaatregelen Vecht, baggeren waterbodem;Baggeren;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE04;Het gaat om een langjarig saneringsproject waarbij de gehele Vecht op verschillende locaties wordt gebaggerd van waterkwaliteitsoverwegingenDe omvang is bij de rapportage 2013 op basis van monitoring gegevens naar boven bijgesteld van 2.000.000 m3 naar 2.500.000 m3;WB;NL11_1_2;Vecht;NL11_1_2;2500000;m3;j;Waterschap Amstel Gooi en Vecht;;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=45000000.00;;;0;0;2500000;0;0;0;ESF3;0;% van overig ongeschikt;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren waterbeheermaatregelen Vecht, baggeren waterbodemNL11_1_2
76564;NL11;NL11_0157;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;Vis;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN15;Bij zeesluis Muiden is het beheer aangepast zodat vis tijdens de trekperiode kan passeren.;MW;NL11_1_2;Vecht;NL11_1_2;4;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF5;0;nvt;0;;1;2016;LM_20190916;Vecht;#N/B;SGBP1 2009-2015Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1NL11_1_2
;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;stimuleren;BR01;Deze maatregel leidt tot 10% reductie van fosforbelasting uit polderwater. Wij zijn regionaal uit gegaan van de goede landbouwpraktijk (GLP) in 2027. Belangrijk is verder dat als gevolg van de GLP uitgaan van een grotere diepte van sloten (toename van ca 25 cm naar 40 cm). De uitworp uit een landbouwpolder neemt daardoor 10 % af, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;MW;NL11_1_2;Vecht;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;ACTIE ??: jaarlijkse kosten agrarisch waterbeheer;;;0;0;0;0;0;0;ESF1;1.398;mg/m2/dag;;NMI, 2019;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2NL11_1_2
;;;Vervangen primaire inlaatpunt Stenen Beer door primaire inlaat bij sluis Uitermeer of bij Naarden vanuit Ijmeer.;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;Initiëren;BR01;door de inlaat te verplaatsen voorkomen we dat nutrientenrijk water uit de kustpolders door de boezem kan stromen;WB;NL11_1_2;Vecht;NL11_1_2;2;n;j;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Vervangen primaire inlaatpunt Stenen Beer door primaire inlaat bij sluis Uitermeer of bij Naarden vanuit Ijmeer.NL11_1_2
71358;NL11;91127;Aanleggen en onderhouden natuurvriendelijke oevers Vecht, fase 1;Luwtezone aanleggen;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN08;Het gaat om zowel het aanleggen van nieuwe natuurvriendelijke oevers op locaties waar dit binnen het bestaande profiel mogelijk is als om het opknappen van bestaande natuurvriendelijke oevers.;WB;NL11_1_2;Vecht;NL11_1_2;3;km;j;Waterschap Amstel Gooi en Vecht;geen;;;Beheer en Onderhoud per planperiode=30000.00|Investering per planperiode=585000.00;;;0;0;3;0;0;0;ESF4;0;% van beschoeid;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;SGBP1 2009-2015Aanleggen en onderhouden natuurvriendelijke oevers Vecht, fase 1NL11_1_2
71361;NL11;91132;Aanleggen schuilplaatsen voor Snoek (buizen);Vis;;SGBP1 2009-2015;2009-2015;vervangen;IN17;De maatregel betreft het aanleggen van voldoende paai- en rustlocaties voor Snoek.;WB;NL11_1_2;Vecht;NL11_1_2;1;ha;j;Waterschap Amstel Gooi en Vecht;?;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=60938.00;;;0;0;0;0;1;0;ESF4;0;nvt;;;1;nvt;LM_20190916;Vecht;#N/B;SGBP1 2009-2015Aanleggen schuilplaatsen voor Snoek (buizen)NL11_1_2
76577;NL11;x;Onderzoek vispasseerbaar maken sluizen, gemalen en stuwen ;Vis;;SGBP2 2015-2021;2015-2021;in uitvoering;S01;Gemaal Gaasperplas, defosfatering Naardermeer, Spiegelplas: gemaal en pilotproject inzet schutsluizen Spiegelplas ;MW;NL11_1_2;Vecht;NL11_1_2;3;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;1;2;0;0;0;ESF5;0;nvt;0;;1;2021;LM_20190916;Vecht;#N/B;SGBP2 2015-2021Onderzoek vispasseerbaar maken sluizen, gemalen en stuwen NL11_1_2
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_1_2;Vecht;NL11_1_2;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_1_2
71359;NL11;91128;Uitvoeren beschermingsmaatregelen voor behoud natuurvriendelijke oevers;Achteruitgang vermijden;;SGBP1 2009-2015;2009-2015;uitgevoerd;RO09;Een set van maatregelen om schade aan oevers door vaarbewegingen boten te beperken;WB;NL11_1_2;Vecht;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Beheer en Onderhoud per planperiode=120000.00|Investering per planperiode=487500.00;;;0;0;1;0;0;0;ESF4;0;handmatig;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren beschermingsmaatregelen voor behoud natuurvriendelijke oeversNL11_1_2
;;;Flexibel peilbeheer in boezemwateren;Areaal nieuw;;SGBP2 2015-2021;niet;verlies functie;IM12;;MW;NL11_1_2;Vecht;NL11_1_2;;;n;Waterschap Amstel Gooi en Vecht;NVT;;;NVT;;;0;0;0;0;0;0;ESF4;0;km;;;1;nvt;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP2 2015-2021Flexibel peilbeheer in boezemwaterenNL11_1_2
76575;NL11;V-x;Uitvoeren beschermingsmaatregelen voor behoud natuurvriendelijke oevers (voortzetten);Achteruitgang vermijden;;SGBP2 2015-2021;2015-2021;in uitvoering;RO09;;WB;NL11_1_2;Vecht;NL11_1_2;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;Profielen uit Boezemmodel halen ???;;0;1;0;0;0;0;ESF4;?;handmatig;;;1;2021;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Uitvoeren beschermingsmaatregelen voor behoud natuurvriendelijke oevers (voortzetten)NL11_1_2
;;;Aanplanten onderwaterplanten in luwe zones van de Vecht.;Herintroductie submers;;SGBP3 2021-2027;2021-2027;;;Onder luwe zones vallen de huidige en nieuwe NVO`s, het Slijk en De Nes.;WB;NL11_1_2;Vecht;NL11_1_2;2;n;;Waterschap Amstel Gooi en Vecht;Provincie Noord-Holland, Utrecht;SGBP3;;ACTIE: Gerard tH gaat dit uitzoeken. Met elodea en fonteinkruiden en schatting van het aantal m3 per ha of km.;;;0;0;0;0;0;0;ESF5;?;ha;;;0;2027;LM_20171017;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Aanplanten onderwaterplanten in luwe zones van de Vecht.NL11_1_2
;;;Verwijderen waterkeringen;Areaal nieuw;;SGBP2 2015-2021;niet;verlies functie;IN20;;MW;NL11_1_2;Vecht;NL11_1_2;;;n;Waterschap Amstel Gooi en Vecht;NVT;;;NVT;;;0;0;0;0;0;0;ESF4;0;km;;;1;nvt;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP2 2015-2021Verwijderen waterkeringenNL11_1_2
;;;Aanleg natuurvriendelijke oevers.;Luwtezone aanleggen;;SGBP3 2021-2027;2021-2027;;;De Vecht is 42 km lang. Dat is dus 84 km oever. Daarvan is ca 20 km verhard (bebouwde kom). Op dit moment is 40 km geschikt voor waterplanten. Een natuurvriendelijke oever kan worden ingericht door vooroevers aan te leggen om luwte te creeren en vegetatie te beschermen tegen golfslag. Opgemerkt moet worden dat ook binnen de bebouwde kom en voor beschoeide oevers submerse (Gele plomp met onderwater bladeren) en emerse vegetatie voorkomt, dus er is ook daar verbetering mogelijk op locaties waar dit nog niet zo is.;WB;NL11_1_2;Vecht;NL11_1_2;40;km;;Provincie Noord-Holland, Utrecht;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;;0;0;0;0;0;0;ESF4;75.12;% van beschoeid;;Specken, 2019;0;2027;LM_20171017;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;SGBP3 2021-2027Aanleg natuurvriendelijke oevers.NL11_1_2
;;;Handhaven op maximum vaarsnelheid;Scheepvaart reguleren;;SGBP3 2021-2027;2021-2027;Initiëren;;Inclusief communicatie waarom deze maatregel belangrijk is voor de ecologische waterkwaliteit.;WB;NL11_1_2;Vecht;NL11_1_2;;;;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;;;;0;0;0;0;0;0;ESF4;33.33;% van overig ongeschikt;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;SGBP3 2021-2027Handhaven op maximum vaarsnelheidNL11_1_2
;;;Herstel en natuurvriendelijke inrichting oevers van de gemeente Stichtse Vecht, dan komt er nog 3 km bij.;Beschoeiing aanpassen;;SGBP3 2021-2027;2021-2027;;;Er is een afspraak met de gemeente dat bij het vervangen van de oude perkoenpaaltjes oevers worden hersteld en natuurvriendelijk worden ingericht.;WB;NL11_1_2;Vecht;NL11_1_2;3;km;;Gemeente Stichtse Vecht;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;;0;0;0;0;0;0;ESF4;5.63;% van beschoeid;;Specken, 2019;0;2027;LM_20171017;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Herstel en natuurvriendelijke inrichting oevers van de gemeente Stichtse Vecht, dan komt er nog 3 km bij.NL11_1_2
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;stimuleren;BR01;Geldt voor alle waterlichamen. ;MA;NL11_1_2;Vecht;NL11_1_2;;;;Waterschap Amstel Gooi en Vecht;Gemeente Diemen, Gooise Meren, Stichtse Vecht, Utrecht, Weesp en Wijde meren, Provincie Noord-Holland en Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4;1;1/0;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_1_2
;;;Natuurvriendelijke dijkreconstructie (voldoende ondiep oppervlak, flauw talud, verbinding tussen land en water).;Beschoeiing aanpassen;;SGBP3 2021-2027;2021-2027;opstarten;BR01;Deze maatregel staat in boezemplan. Hiermee wordt zowel het behoud van bestaande natuurwaarden als het creeren van nieuwe natuurwaarden beoogd.;MW;NL11_1_2;Vecht;NL11_1_2;;;;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;ACTIE GE: invullen door Marjolein Reerink: kosten per meter. Schatting maken mbv het dijkteam (via ACTIE GE) van aantal km dat de komende 7 jaar wordt verbeterd.;;;0;0;0;0;0;0;ESF4;10;% van beschoeid;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Natuurvriendelijke dijkreconstructie (voldoende ondiep oppervlak, flauw talud, verbinding tussen land en water).NL11_1_2
71312;NL11;90996;Aansluiten ongerioleerde woonboten;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;gefaseerd;IM06;Het gaat om het aansluiten van ongeveer 2300 ongerioleerde woonboten in de watergangen binnen de gemeente Amsterdam;WB;NL11_2_1;Vaarten Amsterdam;NL11_2_1;1;n;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Investering per planperiode=30000000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;0;1;0;0;ESF1;0;mg/m2/dag;;;1;nvt;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Aansluiten ongerioleerde woonbotenNL11_2_1
71311;NL11;90995;Onderzoeken optimalisatiemogelijkheden doorspoelregime;Onderzoek;;SGBP1 2009-2015;2009-2015;uitgevoerd;S01;Een onderzoek naar de mogelijkheden om het doorspoelregime van het Amterdamse grachtenstelsel te optimaliseren;WB;NL11_2_1;Vaarten Amsterdam;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=240000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF4;0;nvt;;;1;2016;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Onderzoeken optimalisatiemogelijkheden doorspoelregimeNL11_2_1
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_2_1;Vaarten Amsterdam;NL11_2_1;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_2_1
76512;NL11;90996;Aansluiten ongerioleerde woonboten;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;uitgevoerd;IM06;Het gaat om het aansluiten van ongeveer 2300 ongerioleerde woonboten in de watergangen binnen de gemeente Amsterdam. Het gaat om de afronding van de maatregel uit de SGBP 1-periode.;WB;NL11_2_1;Vaarten Amsterdam;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF1;?;mg/m2/dag;;;1;2018;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Aansluiten ongerioleerde woonbotenNL11_2_1
;;;Amoveren/ verbeteren zuivering Amstelveen;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;loopt;IM01;Verminderen belasting RWZI nutrienten.;MW;NL11_2_1;Vaarten Amsterdam;NL11_2_1;1;n;;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Amoveren/ verbeteren zuivering AmstelveenNL11_2_1
;;;Beperken ongezuiverde lozingen rondvaartboten/ recreatievaart;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;initiëren;BR04;Dit kan door milieuservicepunt en door handhaving.;WB;NL11_2_1;Vaarten Amsterdam;NL11_2_1;1;n;j;Waterschap Amstel Gooi en Vecht;?;SGBP3;;actie GE;Lozingen rondvaart boten zitten niet in boezemmodel;;0;0;0;0;0;0;ESF1;0;mg/m2/dag;;;0;2027;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Beperken ongezuiverde lozingen rondvaartboten/ recreatievaartNL11_2_1
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_2_1;Vaarten Amsterdam;NL11_2_1;;;;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam, Provincie Noord-Holland;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_2_1
;;;Aanleggen Natuurvriendelijke oevers.;Onderzoek;;SGBP3 2021-2027;2021-2027;initiëren;BR04;Geen harde beschoeiing of Sneeuwbes (populaire ‘gemeente-struik’) meer in de oever (linker foto), maar oeverplanten. Voorkomen van overmatig bladval in het water is daarbij ook noodzakelijk.;WB;NL11_2_1;Vaarten Amsterdam;NL11_2_1;1;n;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;SGBP3;;;;;0;0;0;0;0;0;ESF4;0;nvt;;;0;2027;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Aanleggen Natuurvriendelijke oevers.NL11_2_1
;;;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 2;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;opstarten;;Een maatregel in alle waterlichamen waar dat nog relevant is.;MW;NL11_2_1;Vaarten Amsterdam;NL11_2_1;;;;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;geen investering maar operationele kosten;;;0;0;0;0;0;0;ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Toepassen ecologisch onderhoud oevers hoofdwateren - fase 2NL11_2_1
