koppelnummer;DBID;Namespace;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;LokaalID;Naam;type;Type 2;SGBPPeriode.omschrijving;UitvoeringIn;Toelichting;ToelichtingUitgebreid;KRWMaatregel.code;KRWMaatregelNiveau.code;KRWStroomgebiedDistrict.code;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.code;Initiatiefnemer.naam;Partij;Initiatiefnemer.waternet;EUFonds.code;Kosten;financieringsbron;RelatieMetNatura2000Gebied;RelatieMetWaterwinning;KTM.Code;KTM.omschrijving;Kwaliteitselementen;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;Investeringskosten;beheerEnOnderhoudsKosten;interneKosten;Type maatregel voor doelen-model;Opmerkingen (deels GtH);gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);kostencategorie;afweging;Bestuur AGV;Bestuur andere overheid;Contactpersonen;esf;Totale belasting P;betreffend areaal (km of ha);OmvangWaternet;eenheid;litteratuurverwijzing;wkp;Effect verwacht vanaf;HoortbijKRWWaterlichaam_oud;aangepast;xxxxx;punten bij invoeren Wkp;oplossing
360;71333;NL11;NL11_5_3;Loenderveen Oost;91067;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 1;Natuurvriendelijk onderhouden en op diepte brengen;;SGBP1 2009-2015;2009-2015;Het gaat om een beheer/herstel van 500 m legakkers door het jaarlijks verwijderen van nieuwe boomopslag, maaien en afvoeren van maaisel. De maatregel vormt één pakket met de andere 3 maatregelen van fase 0 in dit gebied;Het gaat om een beheer/herstel van 500 m legakkers door het jaarlijks verwijderen van nieuwe boomopslag, maaien en afvoeren van maaisel. De maatregel vormt één pakket met de andere 3 maatregelen van fase 0 in dit gebied;BE03;WB;;0.5;km;n;;Gemeente;uitgevoerd;Gemeente Amsterdam;;0;0;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis;0;0;0.5;0;0;0;;;;Open landschap herstellen;;Waterschap Amstel Gooi en Vecht;;uitgevoerd;;;;ESF4;;;0;km oever;;1;2016;NL11_5_3;LM_20190916;;;
361;71336;NL11;NL11_5_3;Loenderveen Oost;91071;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 3;Morfologie aanpassen;;SGBP1 2009-2015;2009-2015;Het gaat om de reconstructie van 10 poelen en 5 slenken/eilanden.De maatregel vormt één pakket met de andere drie maatregelen van fase 0 in dit gebied.;Het gaat om de reconstructie van 10 poelen en 5 slenken/eilanden.De maatregel vormt één pakket met de andere drie maatregelen van fase 0 in dit gebied.;IN12;WB;;0.1;ha;n;;Gemeente;uitgevoerd;Gemeente Amsterdam;;0;0;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis;0;0;0.1;0;0;0;;;;Areaal nieuw;;;;uitgevoerd;;;;ESF4;;;0;ha,submers areaal;;1;2016;NL11_5_3;LM_20190916;;;
362;71337;NL11;NL11_5_3;Loenderveen Oost;91072;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 4;Faunabeheer;;SGBP1 2009-2015;2009-2015;Het gaat om het toepassen van actief biologisch beheer (visstand monitoren en vis wegvangen).De maatregel vormt één pakket met de andere drie maatregelen van fase 0 in dit gebied.;Het gaat om het toepassen van actief biologisch beheer (visstand monitoren en vis wegvangen).De maatregel vormt één pakket met de andere drie maatregelen van fase 0 in dit gebied.;BE01;WB;;230;ha;n;;Gemeente;uitgevoerd;Gemeente Amsterdam;;0;0;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;0;0;230;0;0;0;;;;Biomanipulatie vis;;Waterschap Amstel Gooi en Vecht;;uitgevoerd;;;;ESF1;;;0;ha, totaal opp.;;1;2016;NL11_5_3;LM_20190916;;;
363;71338;NL11;NL11_5_3;Loenderveen Oost;91073;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 1;Faunabeheer;;SGBP1 2009-2015;2009-2015;Het gaat om het toepassen van actief biologisch beheer (visstand monitoren en vis wegvangen).Dit is de voortzetting van de maatregel die al in de periode 2007-2009 is uitgevoerd.;Het gaat om het toepassen van actief biologisch beheer (visstand monitoren en vis wegvangen).Dit is de voortzetting van de maatregel die al in de periode 2007-2009 is uitgevoerd.;BE01;WB;;230;ha;j;;Gemeente;uitgevoerd;Gemeente Amsterdam;;0;0;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;0;0;230;0;0;0;;;;Biomanipulatie vis;;Waterschap Amstel Gooi en Vecht;;uitgevoerd;;;;ESF1;;;0;ha, totaal opp.;;1;2016;NL11_5_3;LM_20190916;;;
364;71334;NL11;NL11_5_3;Loenderveen Oost;91068;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 2 - effect 1;Natuurvriendelijk onderhouden en op diepte brengen;;SGBP1 2009-2015;2009-2015;Het gaat om het beheer van 500 meter legakkers door het jaarlijks verwijderen van nieuwe boom- en groenopslag. maaien, e.d.De maatregel is een voortzetting van de maatregel uit de periode 2007-2009;Het gaat om het beheer van 500 meter legakkers door het jaarlijks verwijderen van nieuwe boom- en groenopslag. maaien, e.d.De maatregel is een voortzetting van de maatregel uit de periode 2007-2009;BE03;WB;;0.5;km;j;;Gemeente;uitgevoerd;Gemeente Amsterdam;;0;0;;;;;Macrofauna_Overige Waterflora_Vis;0;0;0.5;0;0;0;;;;Open landschap herstellen;;Waterschap Amstel Gooi en Vecht;;uitgevoerd;;;;ESF4;;;0;km oever;;1;2016;NL11_5_3;LM_20190916;;;
366;71339;NL11;NL11_5_3;Loenderveen Oost;91074;Uitvoeren waterbeheermaatregelen Loenderveen-Oost;Waterstromen aanpassen;;SGBP1 2009-2015;2009-2015;Het gaat om het aanpassen van de stuw aan de Lambertszkade en het instellen van flexpeil sinds 2011.;Het gaat om het aanpassen van de stuw aan de Lambertszkade en het instellen van flexpeil sinds 2011.;IN14;WB;;1;n;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;P-belasting verlagen;;Gemeente Amsterdam;;uitgevoerd;;;;ESF1;0.05967482;;0;mg/m2/dag;;1;2016;NL11_5_3;LM_20190916;;;
701;76521;NL11;NL11_5_8;Tienhovense Plassen;91080;Vervolg herstel- en inrichtingsmaatregelen Tienhovense plassen, fase 1;Natuurvriendelijk onderhouden en op diepte brengen;Natuurvriendelijk onderhouden en op diepte brengen;SGBP3 2021-2027;2021-2027;Dit is een deels gefaseerde maatregel uit SGBP-I en -II. Ook de overgebleven bomen worden verwijderd, voor zover het niet om waardevol bos gaat. We stemmen af met Natuurmonumenten hoe deze maatregel opgepakt kan worden.;Ook de overgebleven bomen worden verwijderd, voor zover het niet om waardevol bos gaat.;BE06;WB;;30.3;km;j;;Geen overheid;Beheerder;Natuurmonumenten;;0;0;NL_HAB_95|NL_VOG_95;;KTMNL02 (was NL_KTM6A);;Macrofauna_Overige Waterflora_Vis;;;;;;;;;;Open landschap herstellen;;Natuurmonumenten;geen;gefaseerd;;SGBP3;;ESF4;;42.2;30.3;km oever;;1;2027;;;;"IN: overig zonder naam; klopt omvang 30,3 km?";ja
342;76521;NL11;NL11_5_8;Tienhovense Plassen;91080;Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense plassen, fase 1;Natuurvriendelijk onderhouden en op diepte brengen;;SGBP2 2015-2021;2015-2021;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten.De maatregel wordt als onderdeel van één maatregelpakket (C10) door Natuurmonumenten uitgevoerd in het kader haar LIFE-subsidiecontract met de EU.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten.De maatregel wordt als onderdeel van één maatregelpakket (C10) door Natuurmonumenten uitgevoerd in het kader haar LIFE-subsidiecontract met de EU.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;BE06;WB;;3.4;km;j;;Geen overheid;uitgevoerd;Natuurmonumenten;;0;0;NL_VOG_95;;KTMNL02;;Macrofauna_Overige Waterflora_Vis;0;0;3.4;0;0;0;;;;Open landschap herstellen;;Recreatie Midden-Nederland, Natuurmonumenten;;uitgevoerd;;;;ESF2, ESF4;;42.2;3.4;km oever;;1;2021;NL11_5_1;LM_20190916;;;
171;71394;NL11;NL11_5_5;Loosdrechtse Plas 1 t/m 5;NL11_0196;Aanleggen natuurvriendelijke oevers Loosdrechtse plassen;Oever aanpassen;;SGBP1 2009-2015;2009-2015;Het gaat om de aanleg van natuurvriendelijke oevers langs hoofdwatergangen in polder Muyeveld;Het gaat om de aanleg van natuurvriendelijke oevers langs hoofdwatergangen in polder Muyeveld;IN07;WB;;20;km;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95;;KTM6;;Macrofauna_Overige Waterflora_Vis;0;0;13.1;6.9;0;0;;;;Beschoeiing aanpassen;;Recreatie Midden-Nederland, Natuurmonumenten;;uitgevoerd;;;;ESF4;;;0;km oever;;1;2016;NL11_5_1;LM_20190916;;;
175;71325;NL11;NL11_5_5;Loosdrechtse Plas 1 t/m 5;91046;Uitvoeren rioleringsmaatregelen Loosdrecht;Rioolsystemen aanpassen;;SGBP1 2009-2015;2009-2015;"Het gaat om het uitvoeren van 4 deelprojecten:1 Het saneren van ongerioleerde (vakantie)woningen in het deelgebied Egelshoek2 Het saneren van verkeerde aansluitingen rioolwaterafvoer op de hemelwaterafvoer onder de noemer ""Loos Terecht""3 Het saneren van verkeerde aansluitingen hemelwaterafvoer op de rioolwaterafvoer4 Het uitvoeren van een haalbaarheidstudie naar aanleg van verbeterd gescheiden stelsel rondom de Loosdrechtse plassen";"Het gaat om het uitvoeren van 4 deelprojecten:1 Het saneren van ongerioleerde (vakantie)woningen in het deelgebied Egelshoek2 Het saneren van verkeerde aansluitingen rioolwaterafvoer op de hemelwaterafvoer onder de noemer ""Loos Terecht""3 Het saneren van verkeerde aansluitingen hemelwaterafvoer op de rioolwaterafvoer4 Het uitvoeren van een haalbaarheidstudie naar aanleg van verbeterd gescheiden stelsel rondom de Loosdrechtse plassen";IM06;WB;;4;n;j;;Gemeente;Gemeente;Gemeente Wijdemeren;;0;0;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;3;0;0;;;;P-belasting verlagen;;Waterschap Amstel Gooi en Vecht;;deels uitgevoerd;;;;ESF1;0.566321871;;0;mg/m2/dag;;1;nvt;NL11_5_1;LM_20190916;;;
502;76522;NL11;NL11_6_11;Molenpolder en Westbroek;91081;Flexibel natuurpeil in Molenpolder en Westbroekse zodden;Peilbeheer aanpassen;;SGBP2 2015-2021;2015-2021;Dit maakt onderdeel uit van een groter project in samenwerking met Utrecht-West. In Oostelijke Binnenpolder van Tienhoven is het peil in 2019 volledig ingesteld. In dit KRW waterlichaam moet dit nog gebeuren: externe aanvoer van water uit Nedereindse vaart gaat omlaag. Peilmarges voor het flexibel peilbeheer gaan zowel omhoog als omlaag in vergelijking met huidig peilbesluit.;Dit maakt onderdeel uit van een groter project in samenwerking met Utrecht-West. In Oostelijke Binnenpolder van Tienhoven is het peil in 2019 volledig ingesteld. In dit KRW waterlichaam moet dit nog gebeuren: externe aanvoer van water uit Nedereindse vaart gaat omlaag. Peilmarges voor het flexibel peilbeheer gaan zowel omhoog als omlaag in vergelijking met huidig peilbesluit.;IN14;WB;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95;;KTM7;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;Staatsbosbeheer, Natuurmonumenten;;in uitvoering;;;;ESF1;3.33933161;;0;mg/m2/dag;;1;2021;NL11_6_5;LM_20190916;;;
503;76523;NL11;NL11_6_9;Oostelijke Binnenpolder;91087;Inlaat beperken Oostelijke Binnenpolder.;Waterstromen aanpassen;;SGBP2 2015-2021;2015-2021;Ook flexibel peil. Alleen omhoog tov huidige peil. Afkoppelen van hoogwaterziening voor lintbebouwing langs de dwarsdijk. Het stukje taartpunt is nog niet aangekoppeld. Doel is verlaging externe P belasting en meer kwel in wortelzone terrestrisch.;Ook flexibel peil. Alleen omhoog tov huidige peil. Afkoppelen van hoogwaterziening voor lintbebouwing langs de dwarsdijk. Het stukje taartpunt is nog niet aangekoppeld. Doel is verlaging externe P belasting en meer kwel in wortelzone terrestrisch.;IN14;WB;;1;n;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;NL_VOG_95;;KTM7;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;P-belasting verlagen;;natuurmonumenten;;uitgevoerd;;;;ESF1;2.130450791;;0;mg/m2/dag;;1;2021;NL11_6_5;LM_20190916;;;
493;76524;NL11;NL11_6_9;Oostelijke Binnenpolder;91092;Flexibel peil in het noordelijk deel taartpunt polder Maarsseveen-Westbroek.;Peilbeheer aanpassen;;SGBP2 2015-2021;2015-2021;Dit gebied is in eigendom van Natuurmonumenten. In dit deel van de taartpunt is natuurpeil ingesteld na afplaggen. Het flexibel peil is ingesteld, maar het gebied watert nog af via agrarische taartpunt. Als de waterkwaliteit in de toekomst van voldoende kwaliteit is dan mag dit noordelijke deel van de taartpunt natuur ook afwateren via OBT.;Dit gebied is in eigendom van Natuurmonumenten. In dit deel van de taartpunt is natuurpeil ingesteld na afplaggen. Het flexibel peil is ingesteld, maar het gebied watert nog af via agrarische taartpunt. Als de waterkwaliteit in de toekomst van voldoende kwaliteit is dan mag dit noordelijke deel van de taartpunt natuur ook afwateren via OBT.;IN14;WB;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_95|NL_VOG_95;;KTM7;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;Natuurmonumenten;;in uitvoering;;;;ESF1;2.130450791;;0;mg/m2/dag;;1;2021;NL11_6_5;LM_20190916;;;
337;76525;NL11;NL11_5_8;Tienhovense Plassen;91093;Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense Plassen, fase 2;Voedselrijke waterbodem aanpakken;;SGBP2 2015-2021;2015-2021;Het gaat om het baggeren van een geschatte 8 hectare eutrofe waterbodems in deTienhovense plassen.De maatregel wordt door Natuurmonumenten in het kader van haarLIFE-subsidiecontract met de EU uitgevoerd. (C12)De uitvoering van de maatregel loopt overeenkomstig de duur van hetLIFE-subsidiecontract van 2013 tot en met 2018. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid. Het uitspoelen van fosfor uit bagger(depots) en is een risico voor de plassen.  ;Het gaat om het baggeren van een geschatte 8 hectare eutrofe waterbodems in deTienhovense plassen.De maatregel wordt door Natuurmonumenten in het kader van haarLIFE-subsidiecontract met de EU uitgevoerd. (C12)De uitvoering van de maatregel loopt overeenkomstig de duur van hetLIFE-subsidiecontract van 2013 tot en met 2018. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid. Het uitspoelen van fosfor uit bagger(depots) en is een risico voor de plassen.  ;BE04;WB;;4553.428171;m3;j;;Geen overheid;uitgevoerd;Natuurmonumenten;;0;0;NL_VOG_95;;KTM4;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;26500;0;0;93500;;;;Baggeren;;;;uitgevoerd;;;;ESF3;;45.7;1.5;ha, totaal opp.;;1;2020;NL11_5_1;LM_20190916;;;
179;76526;NL11;NL11_6_11;Molenpolder en Westbroek;91094;Uitvoeren herstel- en inrichtingsmaatregelen Westbroekse zodden en Molenpolder, fase 1;Natuurvriendelijk onderhouden en op diepte brengen;;SGBP2 2015-2021;2015-2021;De maatregel betreft het verwijderen van boom- en groenopslag in de Westbroekse zodden en Molenpolder. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;De maatregel betreft het verwijderen van boom- en groenopslag in de Westbroekse zodden en Molenpolder. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;BE06;WB;;4;km;j;;Geen overheid;uitgevoerd;Staatsbosbeheer;;0;0;NL_VOG_95;;KTMNL02;;Macrofauna_Overige Waterflora_Vis;0;0;4;0;0;0;;;;Open landschap herstellen;;;;uitgevoerd;;;;ESF1, ESF2, ESF7;;211.2;4;km oever;;1;2021;NL11_6_5;LM_20190916;;;
254;;NL11;NL11_5_5;Loosdrechtse Plas 1 t/m 5;;Luwtestructuren 2.0 voor het vergroten van het areaal waterriet;Morfologie aanpassen;;Niet opnemen in SGBP3;niet;Aanvullend op de plannen voor luwtestructuren die zijn vastgelegd in het gebiedsakkoord Oostelijke Vechtplassen, wordt ook gekeken of permanente structuren geschikt zijn als nieuw ondiep areaal voor de ontwikkeling van waterriet (oevers). Dit is van groot belang voor de vogeldoelstellingen in dit gebied. Bij aanleg van oevers is een flauw talud van 1:15 van belang voor een goede ontwikkeling. De huidige taluds van 1:5 zijn vaak veel te steil.  ;Aanvullend op de plannen voor luwtestructuren die zijn vastgelegd in het gebiedsakkoord Oostelijke Vechtplassen, wordt ook gekeken of permanente structuren geschikt zijn als nieuw ondiep areaal voor de ontwikkeling van waterriet (oevers). Dit is van groot belang voor de vogeldoelstellingen in dit gebied. Bij aanleg van oevers is een flauw talud van 1:15 van belang voor een goede ontwikkeling. De huidige taluds van 1:5 zijn vaak veel te steil.  ;IN20;WB;;1;n;j;;Onbekend;Niet uitvoeren;ntb;;0;0;NL_VOG_95;;nvt;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Areaal nieuw;op de 100 km oever voegt dit te weinig toe voor de KRW. Wel voor vogels uitvoeren;Recreatie Midden-Nederland, Natuurmonumenten;;afweging Natura2000: niet effectief voor KRW;;aanvulling op gebiedsakkoord Vechtplassen;;ESF4;;;0;ha,submers areaal;;0;nvt;NL11_5_1;LM_20190916;;;
40;76527;NL11;NL11_2_11;Groot Wilnis-Vinkeveen Zuid;91099;Aanleggen natuurvriendelijke oevers Wilnisse Bovenlanden;Morfologie aanpassen;;SGBP2 2015-2021;2015-2021;De maatregel wordt mede uitgevoerd in het kader van Natuurontwikkeling Wilnisse Bovenlanden en de aanleg van een Ecologische Verbindingszone langs de Bijleveld.De maatregel is een voortzetting van de maatregel uit de SGBP 1-periode. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem.;De maatregel wordt mede uitgevoerd in het kader van Natuurontwikkeling Wilnisse Bovenlanden en de aanleg van een Ecologische Verbindingszone langs de Bijleveld.De maatregel is een voortzetting van de maatregel uit de SGBP 1-periode. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem.;IN07;WB;;6;km;j;;Provincie;uitgevoerd;Provincie Utrecht;;0;0;;;KTM6;;Macrofauna_Overige Waterflora_Vis;0;0;6;0;0;0;;;;Areaal nieuw;;;;uitgevoerd;;;;ESF1, ESF3, ESF4;;;0;ha,submers areaal;;1;2016;NL11_2_3;LM_20190916;;;
268;;NL11;NL11_5_5;Loosdrechtse Plas 1 t/m 5;;Meer water vasthouden in het oostelijk Drechtgebied rond het veenbos;NVT;;Niet opnemen in SGBP3;niet;"Mogelijke inrichting in stergebied oost/ Drecht om waterstromen tussen dit gebied en Loosdrecht te beïnvloeden; Meer water vasthouden in het Drechtgebied door een deel van de bestaande waterverbindingen af te dammen of te laten verlanden. De verwachting is dat deze maatregel weinig invloed heeft op aquatisch KRW doelen en de belasting richting Loosdrecht niet wezenlijk reduceerd (het water wordt via een andere route afgevoerd naar de plassen).";"Mogelijke inrichting in stergebied oost/ Drecht om waterstromen tussen dit gebied en Loosdrecht te beïnvloeden; Meer water vasthouden in het Drechtgebied door een deel van de bestaande waterverbindingen af te dammen of te laten verlanden. De verwachting is dat deze maatregel weinig invloed heeft op aquatisch KRW doelen en de belasting richting Loosdrecht niet wezenlijk reduceerd (het water wordt via een andere route afgevoerd naar de plassen).";IM12;MW;;;n;;;Geen;Niet uitvoeren;Geen;;0;0;NL_VOG_95;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Niet relevant;verlaagt belasting niet, vergroot mogelijk verblijftijd. Niet uitvoeren.;Natuurmonumenten;;niet uitvoeren: niet effectief;SGBP3;;;ESF1;0.566321871;;0;mg/m2/dag;;0;nvt;NL11_5_1;;;;
497;76528;NL11;NL11_8_1;Tussenboezem Vinkeveen a;91101;Uitvoeren herstel- en inrichtingsmaatregelen Demmerik, baggermaatregelen;Voedselrijke waterbodem aanpakken;;SGBP2 2015-2021;2015-2021;De maatregel betreft het baggeren van petgaten in het gebied Demmerik en wordt mede uitgevoerd in het kader van het Gebiedsconvenant Groot-Wilnis Vinkeveen. De maatregel is een voortzetting van de maatregel uit de SGBP 1-planperiode;De maatregel betreft het baggeren van petgaten in het gebied Demmerik en wordt mede uitgevoerd in het kader van het Gebiedsconvenant Groot-Wilnis Vinkeveen. De maatregel is een voortzetting van de maatregel uit de SGBP 1-planperiode;BE04;WB;;130847;m3;j;;Geen overheid;uitgevoerd;Staatsbosbeheer;;0;0;;;KTM4;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;3500;0;0;0;;;;Baggeren;;;;uitgevoerd;;;;ESF3, ESF1;;59;43.6;ha, totaal opp.;;1;2020;NL11_8_1;LM_20190916;;;
23;76529;NL11;NL11_1_1;Amstellandboezem;91103;Omleiden / scheiden waterstromen Amstellandboezem;Waterstromen aanpassen;;SGBP2 2015-2021;2020;Voorheen: Aanleggen schoonwaterkering Kromme Mijdrecht. Deze maatregel wordt genomen in de Amstellandboezem, maar heeft ook positief effect voor Vaarten Zevenhoven en Tussenboezem Vinkeveen a en b. ;Voorheen: Aanleggen schoonwaterkering Kromme Mijdrecht. Deze maatregel wordt genomen in de Amstellandboezem, maar heeft ook positief effect voor Vaarten Zevenhoven en Tussenboezem Vinkeveen a en b. ;IN02;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;;;KTM7;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;1;0;0;0;0;0;;;;P-belasting verlagen;uitvoering in 2020 vanwege subsidie;geen;;in uitvoering;;;;ESF1;33.38;;0;mg/m2/dag;;1;2021;NL11_1_1;LM_20190916;;;
147;76529;NL11;NL11_8_3;Mijdrechtse Bovenlanden;91103;Omleiden / scheiden waterstromen Amstellandboezem;Waterstromen aanpassen;;SGBP2 2015-2021;2015-2021;Voorheen: Aanleggen schoonwaterkering Kromme Mijdrecht. Deze maatregel wordt genomen in de Amstellandboezem, maar heeft ook positief effect voor Vaarten Zevenhoven en Tussenboezem Vinkeveen a en b. ;Voorheen: Aanleggen schoonwaterkering Kromme Mijdrecht. Deze maatregel wordt genomen in de Amstellandboezem, maar heeft ook positief effect voor Vaarten Zevenhoven en Tussenboezem Vinkeveen a en b. ;IN02;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;;;KTM7;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;1;0;0;0;0;0;;;;P-belasting verlagen;;geen;;in uitvoering;;;;ESF1;9.953112003;;0.11;mg/m2/dag;;1;2021;NL11_8_2;LM_20190916;;;
